compound_id	smiles	library	compound_code	compound_name	coadd_project_id	coadd_cc50_ma_007_ug_ml	coadd_mic_gn_034_ug_ml	coadd_mic_gn_042_ug_ml	coadd_mic_gp_020_ug_ml	coadd_mic_gn_001_ug_ml	coadd_mic_gn_003_ug_ml	coadd_mic_fg_001_ug_ml	coadd_mic_fg_002_ug_ml	coadd_hc10_ha_150_ug_ml	coadd_mic_gn_034_um	coadd_mic_gn_042_um	coadd_mic_gn_003_um	coadd_mic_fg_002_um	coadd_mic_gn_001_um	coadd_mic_fg_001_um	coadd_mic_gp_020_um	coadd_cc50_ma_007_um	coadd_hc10_ha_150_um	coadd_mic_gn_211_um	coadd_mic_gn_211_ug_ml	coadd_mic_gp_019_ug_ml	coadd_mic_gp_023_ug_ml	coadd_mic_gp_064_ug_ml	coadd_mic_fg_005_ug_ml	coadd_mic_fg_006_ug_ml	coadd_mic_fg_011_ug_ml	coadd_mic_fg_007_ug_ml	coadd_mic_gp_030_ug_ml	coadd_mic_gp_020_s50_ug_ml	coadd_mic_gp_025_ug_ml	coadd_mic_gn_049_ug_ml	coadd_mic_fg_001_s50_ug_ml	coadd_mic_fg_002_s20_ug_ml	coadd_mic_gn_032_ug_ml	coadd_mic_gn_046_ug_ml	coadd_mic_gn_034_s50_ug_ml	coadd_mic_gn_004_ug_ml	coadd_mic_gn_043_ug_ml	coadd_mic_gn_045_ug_ml	coadd_mic_gn_093_ug_ml	coadd_mic_gn_111_ug_ml	coadd_mic_gn_034_s20_ug_ml	coadd_mic_fg_018_ug_ml	coadd_mic_gp_011_ug_ml	coadd_mic_gp_035_ug_ml	coadd_mic_gn_001_s50_ug_ml
CO-ADD:0218381	c([N+](=O)[O-])(c(Cl)c(cc1[N+](=O)[O-])[N+](=O)[O-])c1NCC(C)([N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A0606/0028030		CO-ADD:PC0228	32	32	32	32	32	32	32	32																																						
CO-ADD:0218387	c([N+](=O)[O-])(c(C)c(cc1[N+](=O)[O-])[N+](=O)[O-])c1NCC=C	Russian Academy of Science (Russia)	A0606/0028042		CO-ADD:PC0228	32	32	32	32	32	32	32	32																																						
CO-ADD:0218409	c1(cc([nH]c(n2)N)c2cc1[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A0607/0028088		CO-ADD:PC0228	32	32	32	32	32	32	32	32																																						
CO-ADD:0221476	S(=O)(=O)(c1cccc2c1cccc2S(=O)(=O)N(Cc3ccccc3)Cc4ccccc4)N(Cc5ccccc5)Cc6ccccc6	Russian Academy of Science (Russia)	A0712/0033247		CO-ADD:PC0237	32	32	32	32	32	32	32	32																																						
CO-ADD:0221501	C(=C/c(cc1)ccc1[N+](=O)[O-])(/C(C)=NN2c3ccccc3)\\C2=O	Russian Academy of Science (Russia)	A0713/0033291		CO-ADD:PC0237	26.9	32	32	32	32	32	32	32																																						
CO-ADD:0221523	N1(c2cccc(C)c2)C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0715/0033411		CO-ADD:PC0237	9.18	32	32	8	32	32	32	32																																						
CO-ADD:0221535	c1(cc(ccc1C(=O)OCc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A0716/0033426		CO-ADD:PC0237	7.86	32	32	32	32	32	32	32																																						
CO-ADD:0215006	C(=O)(OCC(=O)c1ccc(cc1)Cl)c(cccc2C(=O)OCC(=O)c3ccc(cc3)Cl)c2	Russian Academy of Science (Russia)	A0519/0024033		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0215007	N1(c2ccccc2N3C(=O)C(C4C3=O)C(c5ccccc5)(C(C46c7ccccc7)=O)C(=C6c8ccccc8)c9ccccc9)C(=O)C%10C(C1=O)C%11(C(=O)C%10(c%12ccccc%12)C(=C%11c%13ccccc%13)c%14ccccc%14)c%15ccccc%15	Russian Academy of Science (Russia)	A0519/0024032		CO-ADD:PC0221	2.49	32	32	32	32	32	32	32																																						
CO-ADD:0219452	c1(O)c(Br)cc(cc1Br)\\C=N\\NC(COc2ccc(cc2Cl)Cl)=O	Russian Academy of Science (Russia)	A0641/0029760		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0221543	N1(CC)C(=O)c(c2)c(c(c3)C1=O)c(cc2[N+](=O)[O-])cc3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0716/0033436		CO-ADD:PC0237	13.8	32	32	32	32	32	32	32																																						
CO-ADD:0221552	N1(c2ccccn2)C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0716/0033448		CO-ADD:PC0237	1.84	32	32	8	32	32	32	32																																						
CO-ADD:0221672	n(C(C)=O)(c1c(c2\\C=C(\\c(cc3)ccn3)/c4ccc(cc4)Cl)cccc1)c2.OC(C(F)(F)F)=O	Russian Academy of Science (Russia)	A0722/0033648		CO-ADD:PC0237	0.961	32	32	32	32	32	32	32																																						
CO-ADD:0221678	C(C#N)(C1c2ccc(cc2)N)=C(N)Oc(ccc(c3)[N+](=O)[O-])c13	Russian Academy of Science (Russia)	A0722/0033665		CO-ADD:PC0237	32	32	32	32	32	32	32	32																																						
CO-ADD:0218692	[N+](=O)([O-])c(cc(cc1[N+](=O)[O-])C(=O)NC(CSCc2ccccc2)C(=O)N\\N=C(/C)\\c(cccc3[N+](=O)[O-])c3)c1	Russian Academy of Science (Russia)	A0620/0028742		CO-ADD:PC0228	32	32	32	32	32	32	32	32																																						
CO-ADD:0214905	N1(c2ccc(c(C)c2)C)C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0515/0023829		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0214907	N1(c2cccc(O)c2)C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0515/0023833		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0219524	c1(cc(Cl)cc(Cl)c1OCC(=O)N\\N=C\\c2cccc(OC)c2OC)[N+](=O)[O-]	Russian Academy of Science (Russia)	A0643/0029881		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0219532	C(=O)(c1cccc(F)c1)N\\N=C(/C)\\C=C\\c2ccccc2F	Russian Academy of Science (Russia)	A0644/0029894		CO-ADD:PC0233	6.52	32	32	32	32	32	32	32																																						
CO-ADD:0219567	c1(C(=O)N\\N=C\\c2ccccc2OCc(cc3)ccc3Cl)c(O)cc(c4c1)cccc4	Russian Academy of Science (Russia)	A0645/0029958		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0221685	N1(CNc(ccc(c2C)C)c2)C(=O)\\C(\\SC1=S)=C/c3ccc(cc3Cl)Cl	Russian Academy of Science (Russia)	A0722/0033675		CO-ADD:PC0237	32	32	32	4	32	32	32	32													32	8	32					32	32	32																
CO-ADD:0221704	N1(CNc2cccc(C)c2C)C(=O)\\C(\\SC1=S)=C\\c3cccc(Br)c3	Russian Academy of Science (Russia)	A0723/0033717		CO-ADD:PC0237	32	32	32	8	32	32	32	32													32	32	32					32	32	32																
CO-ADD:0221712	N1(CNc2ccc(cc2C)I)C(=O)\\C(\\SC1=S)=C/c3cccc(F)c3	Russian Academy of Science (Russia)	A0723/0033735		CO-ADD:PC0237	32	32	32	16	32	32	32	32													32	16	16					32	32	32																
CO-ADD:0221716	N1(CNc2cccc(C)c2C)C(=O)\\C(\\SC1=S)=C/c3cccc(F)c3	Russian Academy of Science (Russia)	A0724/0033744		CO-ADD:PC0237	32	32	32	8	32	32	32	32													32	32	32					32	32	32																
CO-ADD:0221758	N1(c2ccccc2C)C(=O)\\C(=C/NCCCCCCCCCCCCCCCCCC)\\C(NC1=O)=O	Russian Academy of Science (Russia)	A0725/0033804		CO-ADD:PC0237		32	32	32	32	32	32	32																																						
CO-ADD:0221770	[N+](=O)([O-])c(c1)cc(cc1C(=O)N(C)CCOc2ccccc2)[N+](=O)[O-]	Russian Academy of Science (Russia)	A0725/0033821		CO-ADD:PC0237	17.8	32	32	16	32	32	32	32																																						
CO-ADD:0221787	c1(ccccc1Br)C(=O)NCC(=O)N\\N=C(/C)\\C	Russian Academy of Science (Russia)	A0726/0033841		CO-ADD:PC0237	32	32	32	32	32	32	32	32																																						
CO-ADD:0221799	S(=O)(=O)(C\\C=C(\\Cl)/Cl)Nc1ccccc1Cl	Russian Academy of Science (Russia)	A0726/0033866		CO-ADD:PC0237	32	32	32	32	32	32	32	32																																						
CO-ADD:0221803	C(=N/N=C\\c1c(O)ccc(cccc2)c12)(/Sc(c34)cccc3)\\N4CCCS(=O)(=O)[O-].[Na+]	Russian Academy of Science (Russia)	A0726/0033881		CO-ADD:PC0237	18.8	32	32	32	32	32	32	32																																						
CO-ADD:0214910	N1(c2ccc(cc2C)C)C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0515/0023839		CO-ADD:PC0221	5.19	32	32	8	32	32	32	8																																						
CO-ADD:0214950	N1(c(cc2)ccc2C(=O)Nc(cccc3\\C=C\\C(c4ccccc4)=O)c3)C(=O)c(c5C1=O)ccc(c5)C(=O)Nc(cccc6\\C=C\\C(c7ccccc7)=O)c6	Russian Academy of Science (Russia)	A0541/0024983		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0214968	C(=O)(N\\N=C\\c(ccc(c1C)C)c1)C(=O)Nc2ccc(cc2C)Cl	Russian Academy of Science (Russia)	A0542/0025011		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0216847	C(=O)(N(C(C)C)C(C)C)C\\C(\\C)=N\\NC(=O)C(=O)Nc1ccccc1C	Russian Academy of Science (Russia)	A0540/0024918		CO-ADD:PC0225	32	32	32	32	32	32	32	16																																						
CO-ADD:0219638	c1(O)c(Br)c(\\C=N\\NC(Cc2ccccc2)=O)cc(Br)c1O	Russian Academy of Science (Russia)	A0647/0030049		CO-ADD:PC0233	3.89	32	32	32	32	32	32	32																																						
CO-ADD:0221869	N(C(=O)\\C(\\S1)=C/c2cccc(OC)c2)=C1N(CC3)CCN3C4=NC(\\C(=C/c5cccc(OC)c5)\\S4)=O	Russian Academy of Science (Russia)	A0730/0034037		CO-ADD:PC0237		32	32	32	32	32	32	32																																						
CO-ADD:0221902	N1(c2ccc(cc2)O)C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0713/0033318		CO-ADD:PC0238	3.78	32	32	4	32	32	32	32																																						
CO-ADD:0221907	N1(c2ccc(cc2)O)C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0714/0033329		CO-ADD:PC0238	0.44	32	32	1	32	32	32	32																																						
CO-ADD:0221664	c1(ccccc1N(C)C)C(=O)\\C=C/c2ccccc2	Russian Academy of Science (Russia)	A0721/0033637		CO-ADD:PC0237	32	32	32	32	32	32	32	32																																						
CO-ADD:0221914	N1(NC(=O)c(cc2)ccc2[N+](=O)[O-])C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0714/0033340		CO-ADD:PC0238	9.71	32	32	8	32	32	32	32																																						
CO-ADD:0221916	N1(NC(=O)c(cccc2[N+](=O)[O-])c2)C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0714/0033342		CO-ADD:PC0238	20.4	32	32	8	32	32	32	32																																						
CO-ADD:0221919	N1(Nc2cccc(Cl)c2)C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0714/0033347		CO-ADD:PC0238	0.432	32	32	2	32	32	32	32																																						
CO-ADD:0221929	N1(NC(=O)c2ccc(cc2)O)C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0714/0033367		CO-ADD:PC0238	4.14	32	32	16	32	32	32	32																																						
CO-ADD:0221935	N1(Nc2cccc(C)c2)C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0715/0033376		CO-ADD:PC0238	11.4	32	32	32	32	32	32	32																																						
CO-ADD:0221943	N1(Nc(ccc(c2C)C)c2)C(=O)c(cc3)c(c(ccc4[N+](=O)[O-])C1=O)c4c3[N+](=O)[O-]	Russian Academy of Science (Russia)	A0715/0033389		CO-ADD:PC0238	0.434	32	32	32	32	32	32	32																																						
CO-ADD:0216955	[N+](=O)([O-])c(cc1)ccc1C(=O)N\\N=C(/C)\\CC(=O)Nc2cc(C)ccc2OC	Russian Academy of Science (Russia)	A0558/0025778		CO-ADD:PC0225	32	32	32	32	32	32	32	32																																						
CO-ADD:0216971	[N+](=O)([O-])c1ccc(cc1)\\N=C\\c2cc(ccc2O)Cc(ccc(c3\\C=N\\c(cc4)ccc4[N+](=O)[O-])O)c3	Russian Academy of Science (Russia)	A0558/0025803		CO-ADD:PC0225	32	32	32	32	32	32	32	16																																						
CO-ADD:0217008	N1(CNc(cc2)ccc2OC)C(=O)\\C(\\SC1=S)=C/c3ccc(C)o3	Russian Academy of Science (Russia)	A0559/0025856		CO-ADD:PC0225	32	32	32	32	32	32	32	32																																						
CO-ADD:0217043	N1(CNc2ccccc2I)C(=O)\\C(\\SC1=S)=C\\c3ccc(C)o3	Russian Academy of Science (Russia)	A0561/0025932		CO-ADD:PC0225	32	32	32	32	32	32	32	16																																						
CO-ADD:0217955	N1(c2ccc(cc2)OC)C(=O)C(CC1=O)SCC(=O)Nc3cccc(F)c3	Russian Academy of Science (Russia)	A0587/0027104		CO-ADD:PC0228	32	32	32	32	32	32	32	32																																						
CO-ADD:0219753	C(=O)(c1ccc(cc1)Cl)Oc2ccccc2\\C=N\\NC(=O)c3ccc(cc3)NC(CC)=O	Russian Academy of Science (Russia)	A0651/0030242		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0219761	C(O)(=O)c1ccc(cc1)\\N=C\\c(cc2)ccc2OCc(cc3)ccc3Br	Russian Academy of Science (Russia)	A0651/0030254		CO-ADD:PC0233	32	32	32	32	32	32	32	32																																						
CO-ADD:0221996	C(=O)(C(c1ccc(cc1)Cl)c2ccc(cc2)Cl)Nc(cc3)ccc3NC(c4ccccc4)=O	Russian Academy of Science (Russia)	A0745/0034811		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222022	C(=O)(Oc(cc1)ccc1\\C=N\\NC(COc2ccccc2C)=O)c3ccccc3Br	Russian Academy of Science (Russia)	A0746/0034847		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222064	c1(NC(=O)c2ccccc2Cl)sc(c3c1C#N)CCC3	Russian Academy of Science (Russia)	A0748/0034938		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222068	N1(CN2CCCCC2)C(=O)\\C(\\SC1=S)=C\\c3cccs3	Russian Academy of Science (Russia)	A0748/0034955		CO-ADD:PC0238	32	32	32	32	32	32	16	32																																						
CO-ADD:0222072	C1(C(c2ccccc2)C=CC(c3ccccc3)C1C(O)=O)C(=O)Nc4cccc(C)c4C	Russian Academy of Science (Russia)	A0749/0034964		CO-ADD:PC0238		32	32	32	32	32	32	32																																						
CO-ADD:0218571	[N+](=O)([O-])c(cc1)ccc1C(=O)N\\N=C(/CCC2)\\C2	Russian Academy of Science (Russia)	A0616/0028531		CO-ADD:PC0228	32	32	32	32	32	32	32	32																																						
CO-ADD:0166694	c1(C#N)c(c2ccc(cc2)Cl)cc(nc1SCc(cc3)ccc3C(C)(C)C)c4cccs4	Russian Academy of Science (Russia)	A0510/0023643		CO-ADD:PC0217	32									32	32	32	32	32	32	32																														
CO-ADD:0166729	C(C(=O)OCc1ccccc1)(=C(C)OC(=C2C#N)N)C2c(ccs3)c3	Russian Academy of Science (Russia)	A0511/0023679		CO-ADD:PC0217	32									32	32	32	32	32	32	32																														
CO-ADD:0166740	c1(nc(Nc(ccc(c2C)C)c2)c(n3)NC(C)c4ccccc4)c3non1	Russian Academy of Science (Russia)	A0512/0023698		CO-ADD:PC0217	2.21									32	32	32	32	32	32	32																														
CO-ADD:0166750	N1(NC(=O)c(cc2)ccc2[N+](=O)[O-])C(=O)c3c(c(c4)C1=O)c(ccc3)c(c4[N+](=O)[O-])Br	Russian Academy of Science (Russia)	A0513/0023720		CO-ADD:PC0217	21.1									32	32	32	32	32	32	32																														
CO-ADD:0223555	S(=O)(=O)(N1CCCCC1)c2c(C)ccc(c2)C(=O)Oc3cccc(cccn4)c34	Russian Academy of Science (Russia)	A0782/0036599		CO-ADD:PC0239	22.8	32	32	16	32	32	2	2	32																																					
CO-ADD:0220021	c1(cc(cc(Cc(cc2[N+](=O)[O-])c3cc2)c13)[N+](=O)[O-])[N+](=O)[O-]	Russian Academy of Science (Russia)	A0656/0030478		CO-ADD:PC0236	2.32	32	32	4	32	32	4	1																																						
CO-ADD:0220034	C(OC\\C=C\\c1ccccc1)(=O)Nc2ccccc2Cl	Russian Academy of Science (Russia)	A0656/0030502		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220057	c1(\\C=N\\NC(=O)CC(=O)N\\N=C\\c2c3c(cccc3)cc(cccc4)c24)c5c(cccc5)cc(cccc6)c16	Russian Academy of Science (Russia)	A0657/0030549		CO-ADD:PC0236	0.983	32	32	32	32	32	32	32																																						
CO-ADD:0220061	S(=O)(=O)(c(cc1)ccc1[N+](=O)[O-])NC(C)c2ccccc2	Russian Academy of Science (Russia)	A0657/0030557		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220094	N1(CNc(cc2)ccc2C(C)=O)C(=O)c(c3C1=O)ccc(c3)[N+](=O)[O-]	Russian Academy of Science (Russia)	A0658/0030623		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220103	N1(C(CC)=O)c2c(OC1=O)cccc2	Russian Academy of Science (Russia)	A0659/0030640		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220105	c1c(cccc1Oc(cc2)ccc2N)Oc(cc3)ccc3N	Russian Academy of Science (Russia)	A0659/0030642		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220112	[N+](=O)([O-])c1c(Cl)ccc(c1)NC(=O)c(cc2)ccc2[N+](=O)[O-]	Russian Academy of Science (Russia)	A0659/0030654		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220115	C1(C#N)(C#N)C(c2ccc(cc2)OCCCC)C3C(C(C#N)=C1N)=CCCC3	Russian Academy of Science (Russia)	A0659/0030659		CO-ADD:PC0236	8.24	32	32	0.5	32	32	32	32																																						
CO-ADD:0222100	c1(c(OCCCCNC(=O)c2cccc(cccc3)c23)ccc(C(C)(C)CC)c1)C(C)(C)CC	Russian Academy of Science (Russia)	A0731/0034104		CO-ADD:PC0238	11.9	32	32	32	32	32	32	32																																						
CO-ADD:0221910	N1(NC(=O)c(cc2)ccc2[N+](=O)[O-])C(=O)c(c3)c(c(c4)C1=O)c(cc3[N+](=O)[O-])cc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0714/0033334		CO-ADD:PC0238	4.36	32	32	4	32	32	32	32																																						
CO-ADD:0216902	[N+](=O)([O-])c1cc(ccc1OC(=O)c2ccc(cc2Cl)Cl)\\C=N\\c(cc3)ccc3Cl	Russian Academy of Science (Russia)	A0556/0025704		CO-ADD:PC0225	32	32	32	32	32	32	32	16																																						
CO-ADD:0216920	[N+](=O)([O-])c1cc(ccc1OC(=O)c2cccc(cccc3)c23)\\C=N\\NC(=O)c4ccccc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A0557/0025734		CO-ADD:PC0225	32	32	32	32	32	32	32	32																																						
CO-ADD:0216938	N1(CNc2cccc(Br)c2)C(=O)\\C(\\SC1=S)=C\\c3ccc(C)o3	Russian Academy of Science (Russia)	A0557/0025756		CO-ADD:PC0225	32	32	32	32	32	32	32	32																																						
CO-ADD:0220165	c(\\C=N\\NC(CNc(cc1)ccc1C)=O)(cc(Br)cc2Br)c2O	Russian Academy of Science (Russia)	A0661/0030724		CO-ADD:PC0236	32	32	32	32	32	32	16	32																																						
CO-ADD:0220185	[N+](=O)([O-])c1cccc(OCC(=O)N\\N=C\\c2cccs2)c1	Russian Academy of Science (Russia)	A0661/0030753		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220197	c1(c(ccc(c1)[N+](=O)[O-])Oc2cccc(c2)\\C=N\\c3cc(C)ccc3O)[N+](=O)[O-]	Russian Academy of Science (Russia)	A0661/0030770		CO-ADD:PC0236	9.25	32	32	8	32	32	32	32																																						
CO-ADD:0220207	N(=C1c(cc2)ccc2C3=N\\C(\\C(=O)O3)=C/c4c(OCC)ccc(cccc5)c45)\\C(\\C(O1)=O)=C/c6c(OCC)ccc(cccc7)c67	Russian Academy of Science (Russia)	A0662/0030783		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220214	N(\\C(\\C(O1)=O)=C/c2c(OCC)ccc(cccc3)c23)=C1c(cccc4[N+](=O)[O-])c4	Russian Academy of Science (Russia)	A0662/0030791		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220240	C(F)(F)(C(F)(F)C(F)(F)C(=O)Nc(c1)cc(cc1[N+](=O)[O-])[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	Russian Academy of Science (Russia)	A0663/0030825		CO-ADD:PC0236	32	32	32	16	32	32	32	32																																						
CO-ADD:0220246	[N+](=O)([O-])c1cccc(\\C=N\\NC(COc(cccc2[N+](=O)[O-])c2)=O)c1O	Russian Academy of Science (Russia)	A0663/0030832		CO-ADD:PC0236	0.276	32	32	32	32	32	32	32																																						
CO-ADD:0222234	c1(ccc(c(cccc2)c12)Br)CC(=O)N\\N=C\\c3cccc(O)c3	Russian Academy of Science (Russia)	A0735/0034294		CO-ADD:PC0238	7.69	32	32	32	32	32	32	32																																						
CO-ADD:0222241	C(=O)(c1cccc(F)c1)Oc2ccc(cc2OC)\\C=N\\NC(CNc3cccc(cccc4)c34)=O	Russian Academy of Science (Russia)	A0735/0034304		CO-ADD:PC0238	16.4	32	32	32	32	32	32	32																																						
CO-ADD:0222244	[N+](=O)([O-])c1cc(ccc1O)\\C=N\\NC(CNc2cccc(cccc3)c23)=O	Russian Academy of Science (Russia)	A0735/0034307		CO-ADD:PC0238		32	32	32	32	32	32	32																																						
CO-ADD:0222256	c1(ccccc1Br)C(=O)NCC(=O)N\\N=C\\c(cccc2OC(=O)c3cccc(F)c3)c2	Russian Academy of Science (Russia)	A0735/0034320		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222259	C(=O)(Oc1cccc(c1)\\C=N\\NC(CNC(=O)C(c2ccccc2)c3ccccc3)=O)c4cccc(F)c4	Russian Academy of Science (Russia)	A0735/0034323		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222264	C(=O)(Oc1ccc(cc1OC)\\C=N\\NC(CNC(=O)C(c2ccccc2)c3ccccc3)=O)c4ccccc4I	Russian Academy of Science (Russia)	A0736/0034329		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222330	N(=C\\c1cccc(I)c1O)/c2c(O)ccc(Cl)c2	Russian Academy of Science (Russia)	A0737/0034414		CO-ADD:PC0238	10.4	32	32	32	32	32	16	8																																						
CO-ADD:0215752	[N+](=O)([O-])c(cc1)ccc1C(=O)CSc2nc(C)cc(C)n2	Russian Academy of Science (Russia)	A0550/0025391		CO-ADD:PC0221	32	32	32	32	32	32	32	32																																						
CO-ADD:0220284	c1(cc(C)cc(I)c1O)\\C=N\\c2cc(C)ccc2O	Russian Academy of Science (Russia)	A0664/0030883		CO-ADD:PC0236	10.9	32	32	32	32	32	32	32																																						
CO-ADD:0220307	[N+](=O)([O-])c1cccc(\\C=N\\NC(CNc2cccc(C)c2)=O)c1O	Russian Academy of Science (Russia)	A0664/0030914		CO-ADD:PC0236	21.5	32	32	32	32	32	32	32																																						
CO-ADD:0220311	c1(\\C=N\\NC(CNc2cccc(C)c2)=O)cc(I)ccc1O	Russian Academy of Science (Russia)	A0665/0030920		CO-ADD:PC0236	6.52	32	32	32	32	32	32	32																																						
CO-ADD:0220314	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(CNc2cccc(C)c2)=O)OC)c1	Russian Academy of Science (Russia)	A0665/0030924		CO-ADD:PC0236	19.6	32	32	16	32	32	32	32																																						
CO-ADD:0220326	c(\\C=N\\NC(CNc1ccccc1C)=O)(cc(Br)cc2Br)c2O	Russian Academy of Science (Russia)	A0665/0030943		CO-ADD:PC0236	3.12	32	32	32	32	32	32	32																																						
CO-ADD:0220348	c1([nH]c(c2n1)cccc2)c3cc(ccc3O)\\N=C/c(cccc4[N+](=O)[O-])c4O	Russian Academy of Science (Russia)	A0666/0030970		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220358	c1(c2ccc(cc2)Cl)ccc(\\C=N\\NC(CNc(cc3)ccc3C)=O)o1	Russian Academy of Science (Russia)	A0666/0030980		CO-ADD:PC0236	31.8	32	32	32	32	32	32	32																																						
CO-ADD:0220373	c1(cc(C)cc(I)c1O)\\C=N\\c(cc2)ccc2C(OCC)=O	Russian Academy of Science (Russia)	A0666/0030997		CO-ADD:PC0236	32	32	32	32	32	32	32	16																																						
CO-ADD:0220376	c1(cc(C)cc(I)c1O)\\C=N\\c(cc2)ccc2OCC	Russian Academy of Science (Russia)	A0666/0031002		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0220380	c1(O)c(I)cc(cc1I)\\C=N\\NC(CNc2cccc(C)c2)=O	Russian Academy of Science (Russia)	A0666/0031008		CO-ADD:PC0236	32	32	32	32	32	32	32	32																																						
CO-ADD:0222348	[N+](=O)([O-])c1cc(ccc1Cl)\\C=N\\c2cc(CC)ccc2O	Russian Academy of Science (Russia)	A0738/0034438		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222358	[N+](=O)([O-])c1cc(ccc1Cl)\\C=N\\c(ccc(c2OC)OC)c2	Russian Academy of Science (Russia)	A0738/0034451		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222418	c(Nc1ccccc1)(nc(N\\N=C\\c2ccccc2Br)nc3Nc4ccccc4)n3	Russian Academy of Science (Russia)	A0740/0034537		CO-ADD:PC0238	32	32	32	0.5	32	32	32	32																																						
CO-ADD:0222425	[N+](=O)([O-])c(cc1)ccc1C(=O)Oc2cccc(c2)\\C=N\\NC(=O)c(cccn3)c3	Russian Academy of Science (Russia)	A0740/0034546		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
CO-ADD:0222439	C(=O)(c1ccc(cc1)Br)Oc2ccc(cc2OCC)\\C=N\\NC(=O)C(O)c3ccccc3	Russian Academy of Science (Russia)	A0740/0034561		CO-ADD:PC0238	32	32	32	32	32	32	32	32																																						
