compound_id	smiles	library	compound_code	compound_name	coadd_project_id	coadd_cc50_ma_007_ug_ml	coadd_mic_gn_034_ug_ml	coadd_mic_gn_042_ug_ml	coadd_mic_gp_020_ug_ml	coadd_mic_gn_001_ug_ml	coadd_mic_gn_003_ug_ml	coadd_mic_fg_001_ug_ml	coadd_mic_fg_002_ug_ml	coadd_hc10_ha_150_ug_ml	coadd_mic_gn_034_um	coadd_mic_gn_042_um	coadd_mic_gn_003_um	coadd_mic_fg_002_um	coadd_mic_gn_001_um	coadd_mic_fg_001_um	coadd_mic_gp_020_um	coadd_cc50_ma_007_um	coadd_hc10_ha_150_um	coadd_mic_gn_211_um	coadd_mic_gn_211_ug_ml	coadd_mic_gp_019_ug_ml	coadd_mic_gp_023_ug_ml	coadd_mic_gp_064_ug_ml	coadd_mic_fg_005_ug_ml	coadd_mic_fg_006_ug_ml	coadd_mic_fg_011_ug_ml	coadd_mic_fg_007_ug_ml	coadd_mic_gp_030_ug_ml	coadd_mic_gp_020_s50_ug_ml	coadd_mic_gp_025_ug_ml	coadd_mic_gn_049_ug_ml	coadd_mic_fg_001_s50_ug_ml	coadd_mic_fg_002_s20_ug_ml	coadd_mic_gn_032_ug_ml	coadd_mic_gn_046_ug_ml	coadd_mic_gn_034_s50_ug_ml	coadd_mic_gn_004_ug_ml	coadd_mic_gn_043_ug_ml	coadd_mic_gn_045_ug_ml	coadd_mic_gn_093_ug_ml	coadd_mic_gn_111_ug_ml	coadd_mic_gn_034_s20_ug_ml	coadd_mic_fg_018_ug_ml	coadd_mic_gp_011_ug_ml	coadd_mic_gp_035_ug_ml	coadd_mic_gn_001_s50_ug_ml
CO-ADD:0245355	c(N(CCC1c2ccccc2)CCC3c4ccccc4)(c15)c3cc(N)c5	Russian Academy of Science (Russia)	A1394/0062344		CO-ADD:PC0306	14.6	32	32	32	32	32	16	32	32																																					
CO-ADD:0233580	c1(cc(Cl)cc(\\C=N\\c2cccc(Cl)c2Cl)c1O)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1019/0047734		CO-ADD:PC0254	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0233595	[N+](=O)([O-])c1cccc(c1)\\C=N\\NC(c(cc2)ccn2)=O	Russian Academy of Science (Russia)	A1088/0051085		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233603	C(c(ccc(c1)N(CC)CC)c12)(c3ccccc3C(O)=O)=C4C(O2)=C\\C(=[N+](\\CC)/CC)\\C=C4.[Cl-]	Russian Academy of Science (Russia)	A1088/0051097		CO-ADD:PC0254	32	32	32	0.5	32	32	16	32	32																																					
CO-ADD:0235027	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(cc2)ccc2OC	Russian Academy of Science (Russia)	A1110/0052165		CO-ADD:PC0260	13.2	32	32	32	32	32	32	32	32																																					
CO-ADD:0235028	C(=O)(Oc(cc1)ccc1\\C=N\\c(cc2)ccc2C(=O)\\C=C\\c3ccccc3)c4ccccc4OC	Russian Academy of Science (Russia)	A1110/0052167		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235031	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(ccc(c23)cccc2)c3	Russian Academy of Science (Russia)	A1110/0052171		CO-ADD:PC0260	19.9	32	32	32	32	32	32	32	32																																					
CO-ADD:0235034	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(cc2)c(O)cc2[N+](=O)[O-]	Russian Academy of Science (Russia)	A1110/0052174		CO-ADD:PC0260	8.09	32	32	32	32	32	32	32	32																																					
CO-ADD:0235039	N(=C\\c(cc1)ccc1OCc2cccc(Br)c2)/c3ccccc3O	Russian Academy of Science (Russia)	A1110/0052180		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235041	C(=C\\c1ccccc1)/C(=O)c2ccc(cc2)\\N=C\\c(cc3)ccc3OC(COc4ccccc4)=O	Russian Academy of Science (Russia)	A1110/0052183		CO-ADD:PC0260	18.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0235042	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(cc2)ccc2C	Russian Academy of Science (Russia)	A1110/0052184		CO-ADD:PC0260	11.4	32	32	32	32	32	32	32	32																																					
CO-ADD:0235046	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(cccc2[N+](=O)[O-])c2	Russian Academy of Science (Russia)	A1110/0052191		CO-ADD:PC0260	13.3	32	32	32	32	32	32	32	32																																					
CO-ADD:0246117	C(=O)(Oc1cccc(c1)\\C=N/NC(=O)c2ccc(cc2)F)c(ccc(c34)OCO3)c4	Russian Academy of Science (Russia)	A1435/0063717		CO-ADD:PC0306	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0246127	C(C(OCC)=O)(C1c2ccc(cc2)SC)=C(N)N(C(CCCC3=O)=C13)c(cc4)ccc4[N+](=O)[O-]	Russian Academy of Science (Russia)	A1436/0063727		CO-ADD:PC0306	24.1	32	32	32	32	32	8	2	32																																					
CO-ADD:0246137	N(c1c(Cl)ccc(c1)C(F)(F)F)(C2=O)C(=O)C(C23)C4OC3C=C4	Russian Academy of Science (Russia)	A1474/0065049		CO-ADD:PC0306	7.19	32	32	32	32	32	8	4	32																																					
CO-ADD:0233616	n1c[nH]nc1\\N=C\\c2ccccc2O	Russian Academy of Science (Russia)	A1089/0051124		CO-ADD:PC0254	32	32	32	32	32	32	8	32	32																																					
CO-ADD:0233621	N(/c1ccccc1O)=C\\c2ccc(cc2O)O	Russian Academy of Science (Russia)	A1089/0051136		CO-ADD:PC0254	28.6	32	32	32	32	32	32	4	32																																					
CO-ADD:0234546	c1(N=Nc2c(C)non2)c(C)non1	Russian Academy of Science (Russia)	A1091/0051232		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234549	C1(Br)(C(OC)=O)C(C2Br)OC(C2Br)C1(Br)C(OC)=O	Russian Academy of Science (Russia)	A1091/0051239		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234565	C(=O)(Oc(cc1)ccc1\\C=N\\c(cc2)ccc2C(C)=O)c3cccc(Br)c3	Russian Academy of Science (Russia)	A1102/0051800		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232289	c1(C(=O)\\C=C\\c2ccccc2)cc(c3o1)cccc3	Russian Academy of Science (Russia)	A1032/0048357		CO-ADD:PC0250	6.9	32	32	32	32	32	32	32	32																																					
CO-ADD:0233190	n1c(c2)c(sc1N)ccc2[N+](=O)[O-]	Russian Academy of Science (Russia)	A1071/0050279		CO-ADD:PC0254	5.01	32	32	32	32	32	8	16	32																																					
CO-ADD:0235948	C(=O)(c1ccc(cc1)Cl)Oc2ccccc2\\C=N\\Nc3cccc(C)c3	Russian Academy of Science (Russia)	A1145/0053561		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235959	C(=O)(Oc(cc1)ccc1\\C=N\\c(cc2)ccc2Cl)c3ccccc3Cl	Russian Academy of Science (Russia)	A1146/0053577		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236841	N1(c2ccc(cc2)Br)C(=O)C(CC1=O)Nc(cc3)ccc3F	Russian Academy of Science (Russia)	A1199/0055234		CO-ADD:PC0261	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0236099	c1(\\C=N/CC2CCCO2)c(O)ccc(cccc3)c13	Russian Academy of Science (Russia)	A1164/0054281		CO-ADD:PC0261	32	32	32	32	32	32	32	8	32																																					
CO-ADD:0236133	N1(c2ccc(cc2)OCC)C(=O)CC(N(CC3)CCC3C(O)=O)C1=O	Russian Academy of Science (Russia)	A1178/0054627		CO-ADD:PC0261	32	32	32	32	32	32	32	8	32																																					
CO-ADD:0236135	N1(c2ccc(cc2)Br)C(=O)CC(N(CC3)CCN3c4ccccn4)C1=O	Russian Academy of Science (Russia)	A1178/0054630		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237011	OCC(C)(C)[C@@H](O)C(NC(C)CC(NCCCCCCC)=O)=O	Stellenbosch University (South Africa)	LB_N7_03		CO-ADD:PC0265	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237012	OCC(C)(C)[C@@H](O)C(NCCC(N(C)CCCCCCC)=O)=O	Stellenbosch University (South Africa)	LB_N7_04		CO-ADD:PC0265	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237019	O[C@@H](C(NCCC(NCCCCCCC)=O)=O)C(C)(C)COP(O)(O)=O	Stellenbosch University (South Africa)	LB_N7_11		CO-ADD:PC0265	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237295	O=C(Nc1ccccc1)c2ccc(s2)c3cc4ccncc4cc3OC5CCNCC5.Cl.Cl	MMV (CH) - Pathogen Box	MMV024035		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237320	Cc1nc(nc(N2CCC(Cc3ccccc3)C2)c1Cl)c4ccccn4	MMV (CH) - Pathogen Box	MMV659004		CO-ADD:PL0022										10	10	10		10	0.1563	10	10	10																												
CO-ADD:0235690	c1(nc2)n(cc2[N+](=O)[O-])nc(N)n1	Russian Academy of Science (Russia)	A1135/0053060		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235697	c1(nnc(CC)s1)NC(=O)c(cc2)ccc2[N+](=O)[O-]	Russian Academy of Science (Russia)	A1135/0053081		CO-ADD:PC0260	25.2	32	32	32	32	32	32	32	32																																					
CO-ADD:0235699	C1(Oc2ccccc2)=C(Br)C(OC1=O)C[N+](=O)[O-]	Russian Academy of Science (Russia)	A1135/0053083		CO-ADD:PC0260	7.07	32	32	32	32	32	8	32	32																																					
CO-ADD:0236843	N1(c2ccc(cc2)OC)C(=O)CC(N(CC3)CCC3C(O)=O)C1=O	Russian Academy of Science (Russia)	A1199/0055236		CO-ADD:PC0261	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0237037	C(Nc1nn2c(cnc2s1)c3cccs3)C4CCOCC4	MMV (CH) - Pathogen Box	MMV010764		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237044	Clc1ccc(s1)C(=O)Nc2oc(nn2)c3ccc(Cl)s3	MMV (CH) - Pathogen Box	MMV676501		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237051	CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl	MMV (CH) - Pathogen Box	MMV688934		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237055	FC(F)(F)c1cccc(c1)C(=O)Nc2oc(nn2)c3ccc(Cl)cc3	MMV (CH) - Pathogen Box	MMV102872		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237056	CCC1=C(C)N=C(NC1=O)n2nc(C)cc2NC(=O)c3ccccc3SC	MMV (CH) - Pathogen Box	MMV676477		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237061	CC1COC(Cn2cncn2)(O1)c3ccc(Oc4ccc(Cl)cc4)cc3Cl	MMV (CH) - Pathogen Box	MMV688943		CO-ADD:PL0022										10	10	10	0.625	10	0.625	10	10	10																												
CO-ADD:0237069	Brc1cncc(c1)c2cc(NCCCn3ccnc3)nc(n2)c4ccccc4	MMV (CH) - Pathogen Box	MMV661713		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0236621	c1(s2)c(c(ns1)SCC#N)c(c2C#N)N	Russian Academy of Science (Russia)	A1173/0054495		CO-ADD:PC0261	4	32	32	32	32	32	32	32	32																																					
CO-ADD:0235983	c1(ccc(\\C=N\\c(ccc(c2I)C)c2)s1)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1158/0054121		CO-ADD:PC0261	15	32	32	32	32	32	4	4	32																																					
CO-ADD:0235989	N1=C(SCC(OCC)=O)S\\C(=C\\c2ccc(cc2Cl)Cl)\\C1=O	Russian Academy of Science (Russia)	A1158/0054129		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236144	N1C(=O)\\C(\\SC1=S)=C\\c2ccccc2Sc3ccccc3	Russian Academy of Science (Russia)	A1178/0054639		CO-ADD:PC0261	32	32	32	16	32	32	32	32	32																																					
CO-ADD:0236414	[N+](=O)([O-])c1cccc(C(=O)COC(=O)c2ccccc2I)c1	Russian Academy of Science (Russia)	A1188/0054880		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237354	COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1	MMV (CH) - Pathogen Box	MMV675968		CO-ADD:PL0022										2.5	10	10	10	2.5	10	0.625	10	10																												
CO-ADD:0237358	NC(CC(=O)c1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl	MMV (CH) - Pathogen Box	MMV676468		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0233271	S(NCCCCNS(=O)(=O)c1ccccc1[N+](=O)[O-])(=O)(=O)c2ccccc2[N+](=O)[O-]	Russian Academy of Science (Russia)	A1078/0050603		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233278	S(=O)(=O)(c1ccc(cc1)OC(=O)c2cccc(cccc3)c23)c4ccc(cc4)OC(=O)c5cccc(cccc6)c56	Russian Academy of Science (Russia)	A1078/0050612		CO-ADD:PC0254	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237082	CCOC(=O)NC(=O)c1ccsc1NC(=O)c2nc3ccccc3s2	MMV (CH) - Pathogen Box	MMV090930		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237089	COc1cccc(c1)n2nnnc2S(=O)(=O)Cc3ccccc3	MMV (CH) - Pathogen Box	MMV676388		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237091	Clc1cccc2sc(nc12)N(CCCn3ccnc3)C(=O)c4occc4	MMV (CH) - Pathogen Box	MMV688936		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237119	NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(=N)N)cc1.OCCS(=O)(O)=O.OCCS(=O)(O)=O	MMV (CH) - Pathogen Box	MMV000062		CO-ADD:PL0022										10	10	10	10	10	0.3125	10	10	10																												
CO-ADD:0237381	FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)[C@@H](c3ccc(Cl)cc3)c4cccnc4	MMV (CH) - Pathogen Box	MMV689244		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0235748	N1(c2ccc(cc2)OC)C(=O)CC(N(CC3)CCC3C(N)=O)C1=O	Russian Academy of Science (Russia)	A1138/0053189		CO-ADD:PC0260	32	32	32	32	32	32	32	16	32																																					
CO-ADD:0235783	C(=O)(N\\N=C(\\CC1)/CCN1C)C(=O)NCC(C)C	Russian Academy of Science (Russia)	A1139/0053266		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236657	S1(=O)(=O)c2c(C(Nc3c(Cl)ccc(Cl)c3)=N1)ccc(c2)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1175/0054540		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0233343	c1(OC)c(ccc(OC)c1)CCC(C)NCCC(c2ccccc2)c3ccccc3.Cl	Russian Academy of Science (Russia)	A1084/0050905		CO-ADD:PC0254	3.29	32	32	32	32	32	32	32	22.9																																					
CO-ADD:0236667	S(=O)(=O)(c(cc1)ccc1[N+](=O)[O-])Nc(cccc2c3csc(C)n3)c2	Russian Academy of Science (Russia)	A1175/0054559		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236706	[n+]1([O-])n(C(C)CC)nc(NC([H])=O)c1[N+](=O)[O-]	Russian Academy of Science (Russia)	A1194/0055029		CO-ADD:PC0261	15.9	32	32	4	32	32	32	32	32																																					
CO-ADD:0232380	N1(\\N=C(\\C=C2)/C=CC2=O)C(=O)c3c(cccc3)C1=O.CC(=O)O	Russian Academy of Science (Russia)	A1036/0048527		CO-ADD:PC0250	3.87	16	32	16	32	32	32	32	32																																					
CO-ADD:0232382	[nH]1c(ccc(c2)Br)c2c3c1CCCC3	Russian Academy of Science (Russia)	A1036/0048529		CO-ADD:PC0250	28.3	32	32	32	32	32	32	32	32																																					
CO-ADD:0233314	C(=N/O)(/c1c(c23)c(ccc1)ccc2)\\N3	Russian Academy of Science (Russia)	A1081/0050756		CO-ADD:PC0254	13.4	32	32	32	32	32	32	32	32																																					
CO-ADD:0234266	C(=O)(NCC(=O)N\\N=C\\c(cc1)ccc1C)c2ccco2	Russian Academy of Science (Russia)	A1023/0047902		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236213	C12(c3c(NC1=O)cccc3)C(C#N)=C(N)OC(C)=C2C(OCC=C)=O	Russian Academy of Science (Russia)	A1167/0054351		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236215	C12(c3c(NC1=O)cccc3)C(C#N)=C(N)OC(CCC)=C2C(OCC)=O	Russian Academy of Science (Russia)	A1167/0054353		CO-ADD:PC0261	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237403	OC[C@H]1CN(C(=O)O1)c2cc(F)c(C3=CCN(Cc4ccccc4)CC3)c(F)c2	MMV (CH) - Pathogen Box	MMV687729		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237421	CO\\N=C(/C(=O)OC)\\c1ccccc1CO\\N=C(/C)\\c2cccc(c2)C(F)(F)F	MMV (CH) - Pathogen Box	MMV688754		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237423	CN(CCc1ccccc1)c2nc(nc(C)c2Cl)c3ccccn3	MMV (CH) - Pathogen Box	MMV658988		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237430	CCP(=[Au]S[C@H]1O[C@@H](COC(=O)C)[C@H](OC(=O)C)[C@@H](OC(=O)C)[C@@H]1OC(=O)C)(CC)CC	MMV (CH) - Pathogen Box	MMV688978		CO-ADD:PL0022										10	10	10	10	10	10		2.78	10																												
CO-ADD:0235801	C(=C\\c(cc1)ccc1OC)(/c2c3cccc2)\\c4c3ccc(C(CCCCN5CCCCC5)=O)c4	Russian Academy of Science (Russia)	A1140/0053300		CO-ADD:PC0260	32	32	32	2	32	32	8	32	32																																					
CO-ADD:0235810	C1(C(c2ccccc2)=O)OC1(CBr)c3ccccc3	Russian Academy of Science (Russia)	A1140/0053324		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234330	c(cc(Br)cc1Cl)(\\C=N\\c(ccc(c23)OCCO2)c3)c1O	Russian Academy of Science (Russia)	A1025/0047984		CO-ADD:PC0259	32	32	32	32	32	32	4	4	32																																					
CO-ADD:0237161	Oc1c(I)cc(I)c2cccnc12	MMV (CH) - Pathogen Box	MMV002817		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237180	O=C1C(CC2CCC(C(C)(C)C)CC2)=C(C(C3=C1C=CC=C3)=O)O	MMV (CH) - Pathogen Box	MMV689480		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237181	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccccc3	MMV (CH) - Pathogen Box	MMV003152		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237186	COc1cc(NC(C)CCCN)c2ncccc2c1.P(O)(O)(=O)O.P(O)(O)(=O)O	MMV (CH) - Pathogen Box	MMV000023		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0236713	[n+]1(c2ccccc2Br)noc([O-])n1	Russian Academy of Science (Russia)	A1195/0055042		CO-ADD:PC0261	13.57	32	32	32	32	32	1	1	32											32				16	32	2	4				32	32	32		32		32	32	32							32
CO-ADD:0235593	N1(c2cccc(OC)c2)C(=O)CC(N3CCC(CC3)C)C1=O	Russian Academy of Science (Russia)	A1130/0052809		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235615	c12c(c(cc(OC(NCCCC)=O)c1Cl)Cl)OC(=O)S2	Russian Academy of Science (Russia)	A1131/0052851		CO-ADD:PC0260	15.3	32	32	32	32	32	32	32	32																																					
CO-ADD:0234271	[N+](=O)([O-])c(ccc(c1\\C=N\\NC(CNC(=O)c2cccc(F)c2)=O)O)c1	Russian Academy of Science (Russia)	A1023/0047908		CO-ADD:PC0259	32	32	32	8	32	32	4	4	32																																					
CO-ADD:0234274	C(=N\\NC(CNC(=O)c1ccco1)=O)(/C2=O)\\c3c(N2)ccc(c3)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1023/0047911		CO-ADD:PC0259	32	32	32	32	16	32	32	32	32																																					
CO-ADD:0234283	c1(c2ccc(cc2)\\N=C\\c3cc(OCO4)c4cc3[N+](=O)[O-])[nH]c5c(ccc(c5)\\N=C\\c6cc(OCO7)c7cc6[N+](=O)[O-])n1	Russian Academy of Science (Russia)	A1023/0047924		CO-ADD:PC0259	32	32	32	32	32	32	16	8	32																																					
CO-ADD:0235230	c1(ccc(\\C=N\\c(cccc2C(C)=O)c2)s1)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1152/0053883		CO-ADD:PC0260	12.1	32	32	32	32	32	2	32	32																																					
CO-ADD:0236505	c1(ccc(\\C=N\\c2ccc(cc2C(c3ccccc3)=O)Cl)s1)[N+](=O)[O-]	Russian Academy of Science (Russia)	A1201/0055310		CO-ADD:PC0261	1.99	32	32	16	32	32	4	2	32																																					
CO-ADD:0234220	n1c2c(oc1c3ccc(cc3)\\N=C\\c(ccc(c4[N+](=O)[O-])Cl)c4)cccc2C	Russian Academy of Science (Russia)	A1022/0047843		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0234251	N(=C(/CCC)\\c1ccccc1)/NC(CNC(=O)c2ccc(cc2)Cl)=O	Russian Academy of Science (Russia)	A1023/0047885		CO-ADD:PC0259	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236254	S(=O)(=O)(c(cc1)ccc1[N+](=O)[O-])N2CCSC2c3ccccc3	Russian Academy of Science (Russia)	A1179/0054656		CO-ADD:PC0261	32	32	32	16	32	32	32	32	32												32	32	32					32	32	32																
CO-ADD:0236289	[N+](=O)([O-])c(ccc(c1\\C=N\\c(c(Cl)cc(c2NC(c3ccccc3)=O)Cl)c2)O)c1	Russian Academy of Science (Russia)	A1181/0054697		CO-ADD:PC0261	32	32	32	8	32	32	32	32	32																																					
CO-ADD:0236291	c1(N(CC)CC)nc(N\\N=C(/C)\\c2ccc(cc2)NC(C)=O)nc(Nc(ccc(c3Cl)C)c3)n1	Russian Academy of Science (Russia)	A1181/0054699		CO-ADD:PC0261	12.5	32	32	32	32	32	32	32	32																																					
CO-ADD:0235112	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c(cc2)ccc2C(C)=O	Russian Academy of Science (Russia)	A1112/0052269		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235115	[N+](=O)([O-])c1cc(ccc1Br)\\C=N\\c2c(Cl)ccc(Cl)c2	Russian Academy of Science (Russia)	A1112/0052272		CO-ADD:PC0260	11.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0237216	NCCN(C(=O)c1ccc(Cl)cc1Cl)c2ccc(OCc3ccc(Cl)cc3)cc2	MMV (CH) - Pathogen Box	MMV688371		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237229	COc1cccc(n1)c2nc3c(cccc3n2CC4CCCN4)N5CCCC5	MMV (CH) - Pathogen Box	MMV687703		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237236	CCCn1c(NC(=O)c2ccc3ccccc3n2)nc4ccccc14	MMV (CH) - Pathogen Box	MMV1030799		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0235635	N1(c2ccc(cc2)OC(=O)c(cc(cc3[N+](=O)[O-])[N+](=O)[O-])c3)C(=O)C=CC1=O	Russian Academy of Science (Russia)	A1132/0052902		CO-ADD:PC0260	32	32	32	32	32	32	0.5	32	32																																					
CO-ADD:0236775	c(C#N)(c1c2ccccc2)c(\\N=C\\c(cc(I)cc3I)c3O)oc1c4ccccc4	Russian Academy of Science (Russia)	A1198/0055154		CO-ADD:PC0261	6.9	32	32	32	32	32	8	8	32																																					
CO-ADD:0236808	C1(=C(O)CC(C)(C)CC1=O)C(c2sccc2C)C3C(=O)CC(CC3=O)(C)C	Russian Academy of Science (Russia)	A1199/0055196		CO-ADD:PC0261	17.8	32	32	32	32	32	8	16	32																																					
CO-ADD:0235251	N(/c(cc1)ccc1Nc2ccccc2)=C\\c(ccc(c3O)OC)c3	Russian Academy of Science (Russia)	A1152/0053904		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235676	C1(C(N)=O)=CC=C(NC1=O)Nc(cc2)ccc2OC	Russian Academy of Science (Russia)	A1134/0053011		CO-ADD:PC0260	1.6	32	32	32	32	32	32	32	32																																					
CO-ADD:0236554	C1(C#N)(C#N)[C@H](c2cccs2)[C@H](N(c3c(cccc3)C=C4)[C@@]14[H])C(=O)C(C)(C)C	Russian Academy of Science (Russia)	A1170/0054420		CO-ADD:PC0261	16.5	32	32	16	32	32	32	32	32																																					
CO-ADD:0235204	C(=O)(c1cccc(C)c1)Oc2ccc(cc2OC)C=O	Russian Academy of Science (Russia)	A1114/0052367		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0235209	N(/c(ccc(c1OC)OC)c1)=C\\c(cc2)ccc2OCc3ccccc3	Russian Academy of Science (Russia)	A1114/0052372		CO-ADD:PC0260	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0236309	N1(c2cccc(Cl)c2)C(=O)CC(N(CC3)CCC3C(N)=O)C1=O	Russian Academy of Science (Russia)	A1182/0054721		CO-ADD:PC0261	32	32	32	32	32	32	8	4	32																																					
CO-ADD:0236312	N1(c2ccc(cc2)Cl)C(=O)CC(N(CC3)CCC3C(N)=O)C1=O	Russian Academy of Science (Russia)	A1182/0054724		CO-ADD:PC0261	32	32	32	32	32	32	8	4	32																																					
CO-ADD:0236555	C1(C#N)(C#N)[C@@H](c2ccc(cc2)F)[C@@H](N3[C@@]1([H])c4c(cccc4)C=C3)C(C)=O	Russian Academy of Science (Russia)	A1170/0054422		CO-ADD:PC0261	2.88	32	32	32	32	32	32	32	32																																					
CO-ADD:0232317	n1(cc2)c(c(n2)CCC3)c3c4c1ccc(c4)C5CCCCC5	Russian Academy of Science (Russia)	A1033/0048403		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0232333	c1(cc(c(C)o1)C)\\C=C(/C=CC2=O)\\O2	Russian Academy of Science (Russia)	A1034/0048440		CO-ADD:PC0250	32	32	32	32	32	32	32	32	32																																					
CO-ADD:0237275	CC(N(C)c1ncc2c(N)nc(N)nc2n1)c3cc(Cl)cc(Cl)c3	MMV (CH) - Pathogen Box	MMV689437		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
CO-ADD:0237284	COc1cc(cc2cc(oc12)c3ccc(cc3)C4=NCCN4)C5=NCCN5	MMV (CH) - Pathogen Box	MMV688362		CO-ADD:PL0022										10	10	10	10	10	10	10	10	10																												
