compound_id	smiles	series	batch_id	source_id	synonyms	spark_achaogen_lpxc_pic50	spark_achaogen_lpxc_ic50_um	spark_achaogen_primary_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_primary_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_primary_mic_escherichia_coli_pmic	spark_achaogen_primary_mic_escherichia_coli_mic_um	spark_achaogen_primary_mic_klebsiella_pneumoniae_pmic	spark_achaogen_primary_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_primary_mic_staphylococcus_aureus_pmic	spark_achaogen_primary_mic_staphylococcus_aureus_mic_um	spark_achaogen_primary_mic_acinetobacter_baumannii_pmic	spark_achaogen_primary_mic_acinetobacter_baumannii_mic_um	spark_achaogen_primary_mic_yersinia_enterocolitica_pmic	spark_achaogen_primary_mic_yersinia_enterocolitica_mic_um	spark_achaogen_primary_mic_burkholderia_thailandensis_pmic	spark_achaogen_primary_mic_burkholderia_thailandensis_mic_um	spark_achaogen_lpxc_mic_acinetobacter_baumannii_pmic	spark_achaogen_lpxc_mic_acinetobacter_baumannii_mic_um	spark_achaogen_lpxc_mic_escherichia_coli_pmic	spark_achaogen_lpxc_mic_escherichia_coli_mic_um	spark_achaogen_lpxc_mic_burkholderia_cepacia_pmic	spark_achaogen_lpxc_mic_burkholderia_cepacia_mic_um	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_pmic	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_lpxc_mic_klebsiella_oxytoca_pmic	spark_achaogen_lpxc_mic_klebsiella_oxytoca_mic_um	spark_achaogen_lpxc_mic_achromobacter_spp_pmic	spark_achaogen_lpxc_mic_achromobacter_spp_mic_um	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_pmic	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_mic_um	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_pmic	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_spp_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_spp_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_mic_um	spark_achaogen_protein_binding_human_fraction_free_pct	spark_achaogen_protein_binding_rat_fraction_free_pct	spark_achaogen_protein_binding_mouse_fraction_free_pct	spark_achaogen_protein_binding_dog_fraction_free_pct	spark_achaogen_protein_binding_nhp_fraction_free_pct	spark_achaogen_cytotox_ic50_um	spark_achaogen_cytotox_r_squared	spark_achaogen_mic_population_mic50_ug_ml	spark_achaogen_mic_population_mic90_ug_ml	spark_achaogen_mic_population_min_mic_ug_ml	spark_achaogen_mic_population_max_mic_ug_ml	spark_achaogen_pae_clinical_isolate_mic5_ug_ml	spark_achaogen_pk_rat_iv_auc_0_inf_hr_ug_ml	spark_achaogen_pk_rat_iv_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_cmax_ug_ml	spark_achaogen_pk_rat_iv_c0_ug_ml	spark_achaogen_pk_rat_iv_cl_l_hr_kg	spark_achaogen_pk_rat_iv_vss_l_kg	spark_achaogen_pk_rat_iv_free_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_free_cmax_ug_ml	spark_achaogen_pk_rat_iv_free_cl_l_hr_kg
SPK-0124900	C[C@@H](NCCO)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124900-001	1	C000005044			6.4	0.426	6.4	0.426	6.2	0.677	4.4	43.3	5.2	6.82	5.5	3.41	7	0.102																																											
SPK-0124899	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1COCOC1)C(=O)NO	LpxC inhibitors	SPK-0124899-001	1	C000005021	8.19	0.0065	5.95	1.1085	5.5	3.13	5	22.045	4.4	41.5	4.7	20.8	4.8	14.7	5.6	2.59					5.3	5.19	5	10.4															33	34																			
SPK-0124898	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#C[C@@H]1C[C@H]1C(C)(C)O)C(=O)NO	LpxC inhibitors	SPK-0124898-001	1	C000005016			6.2	0.629	6.2	0.629	5.45	10.3645	4.4	40.3	5.3	5.03	5.3	5.03	5.6	2.52																																											
SPK-0124897	CC(=O)OC[C@H]1CC1C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124897-001	1	C000004985			6.7	0.189	7	0.09845	6.2	0.608	4.4	38.9	5.7	1.93	6.7	0.189	6.7	0.213			7.1	0.0729	5.6	2.43	6.5	0.304	6.35	0.456	6.65	0.225	5.9	1.22	5.9	1.22	7.1	0.0729	5.9	1.22	4.7	19.4																					
SPK-0124896	CC(C)NC1=NC=C(S1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124896-001	1	C000004963			5.9	1.14	6.7	0.2105	5.65	18.2685	4.4	36.4	5.6	2.28	6.2	0.569	5.6	2.28																																											
SPK-0124895	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CNCCO1)C(=O)NO	LpxC inhibitors	SPK-0124895-001	1	C000004943	7.94	0.0115	5.65	2.22	5	10.4	4.85	23.4	4.4	41.6	4.4	41.6	4.7	20.8	4.4	41.6							4.4	41.6																																			
SPK-0124894	CN(C)C(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(C)N=C1)C(=O)NO	LpxC inhibitors	SPK-0124894-001	1	C000004926			6.1	0.822	6.7	0.212	6.35	0.7035	4.4	39.3	6.5	0.303	6.4	0.387	6	0.974							6.2	0.614	6.2	0.614	6.65	0.227																															
SPK-0124893	CN1C=C(C=N1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C1(N)CCC1	LpxC inhibitors	SPK-0124893-001	1	C000004918			5.9	1.3075	6.5	0.326	6.05	0.9595	4.4	40.9	5.6	2.55	5.7	2.03	5.6	2.55							6.2	0.639	5.9	1.28	6.05	0.9595																															
SPK-0124892	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(N=C1)C1CC1)C(=O)NO	LpxC inhibitors	SPK-0124892-001	2	C000004911			6.2	0.617	6.6	0.2485	5.5	8.1585	4.55	29.6	5.75	1.85	5.9	1.23	5.85	1.39																																											
SPK-0124891	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=C(N=C1)N1CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0124891-001	1	C000004881			5.7	2.16	6.3	0.675	5.4	17.5705	4.5	34.6	6	1.08	5.7	2.16	6.3	0.541																																											
SPK-0124890	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(O)CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0124890-001	3	C000004875			5.6	2.5	4.7	20	4.7	20	4.7	20	4.7	20	4.7	20	4.7	20																																											
SPK-0124889	CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CNN=C1)C(=O)NO	LpxC inhibitors	SPK-0124889-001	1	C000004817			6.7	0.202	6.35	0.469	5.5	15.0645	4.4	42.2	6.1	0.83	6	1.05	6	1.05																																											
SPK-0124888	CC(C)(NCCF)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(O)CCC1)C(=O)NO	LpxC inhibitors	SPK-0124888-001	1	C000004774			5.45	3.61	6.05	0.901	5.6	3.005	4.4	38.5	4.7	19.3	5.6	2.41	6.8	0.144																							24	13																			
SPK-0124887	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCO)C(=O)NO	LpxC inhibitors	SPK-0124887-001	1	C000004772			5.7	2.14	4.6	24.2	4.45	36.3	4	96.9	4.3	48.4	4	96.9	5.7	2.14					4	96.9																																					
SPK-0124886	CC(C)(NCCO)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CNN=C1)C(=O)NO	LpxC inhibitors	SPK-0124886-001	1	C000004744			6.4	0.385	6.05	0.9155	5.55	7.2055	4.4	39.1	5.3	4.88	5.4	3.88	5.7	1.94																																											
SPK-0124885	CCNC1(CCC1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124885-001	1	C000004740			6.2	0.659	7	0.12895	6.5	0.4775	4.4	42.2	6.3	0.523	7.1	0.0791	7.4	0.0395																																											
SPK-0124884	CC(C)(NCC(O)CO)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124884-001	1	C000004714			5.6	2.42	5.75	1.815	5.15	10.86	4.4	38.7	4.7	19.3	5	9.67	5.6	2.42																																											
SPK-0124883	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1(O)CCC1)C(=O)NO	LpxC inhibitors	SPK-0124883-001	1	C000004700			5.95	1.2935	5.5	3.27	5.3	5.41	4.4	43.3	4.4	43.3	4.4	43.3	6.2	0.677			5.6	2.71	5.3	5.41	5.9	1.35	5	10.8	5.3	5.41	5.3	5.41	5	10.8	6.2	0.677	5.4	3.83	4.7	21.7																					
SPK-0124882	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(CNC(=O)CO)S1)C(=O)NO	LpxC inhibitors	SPK-0124882-001	1	C000004699			5.7	2.13	6.45	0.4005	5.4	17.317	4.5	34.1	6	1.07	6	1.07	5.2	6.04					5.1	8.54	6	1.07					5.1	8.54	5.1	8.54	5.4	4.27	5.1	8.54	5.1	8.54																					
SPK-0124881	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)S(=O)(=O)NC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124881-001	1	C000004695			5.4	4.04	6.3	0.6315	5.4	16.4525	4.5	32.4	6	1.01	6	1.01	4.8	16.2																																											
SPK-0124880	CC(C)(NCCN)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0124880-001	1	C000004685			5.45	3.9	5	10.4	4.7	26	4.4	41.6	4.7	20.8	5	10.4	6.2	0.65																																											
SPK-0124879	CCNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124879-001	1	C000004680			6.3	0.54	7.1	0.0816	6.55	0.4085	4.4	43.5	6.3	0.54	6.4	0.392	7.2	0.0577					6.8	0.163	6.5	0.34	6.8	0.163	7.1	0.0816	6.5	0.34	5.3	5.44	6	0.943	6.5	0.34	5.6	3.4																					
SPK-0124878	CC(C)(N)C(NC(=O)C1=CC=C(C=C1)C#CC#CCO)C(=O)NO	LpxC inhibitors	SPK-0124878-001	1	C000004668	8.42	0.0038	6.1	0.759	4.9	12.1	4.75	18.2	4.3	48.6	4.3	48.6	4.6	24.3	5.2	6.07			4.9	12.1	4.6	24.3	5.8	1.52	4.9	12.1	5.05	9.085	5.2	6.07	4.9	12.1	5.2	6.07	5.2	6.07	4.6	24.3	60.5	63.8				246	0.975														
SPK-0124877	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)S(=O)(=O)NCCO)C(=O)NO	LpxC inhibitors	SPK-0124877-001	1	C000004667			5.55	3.01	5.85	1.505	5.25	16.55	4.5	32.1	6	1	5.7	2.01	4.5	32.1																																											
SPK-0124876	CC(C)(NCCO)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0124876-001	1	C000004640			6.1	0.817	6.55	0.304	5.85	2.3175	4.4	41.5	5.4	4.12	5.7	2.06	6.9	0.124																																											
SPK-0124875	CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0124875-001	1	C000004634			6.4	0.443	6.7	0.243	6.1	1.291	4.6	22.5	6.3	0.558	6.1	0.886	7.1	0.0844																																											
SPK-0124874	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C(\\CN1CCNC1=O)NO)C(=O)NO	LpxC inhibitors	SPK-0124874-001	1	C000004630			4.4	37.2	4.4	37.2	4.4	37.2	4.4	37.2	4.4	37.2	4.4	37.2	4.4	37.2																																											
SPK-0124873	CNC(C)(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124873-001	1	C000004552			6.5	0.354	7.05	0.0975	6.65	0.263	4.3	45.3	6	0.891	6.5	0.347	7	0.102	4.3	45.3			5.9	1.39	6.8	0.17	6.8	0.17	6.8	0.17	5.8	1.41	5.2	5.66	6.9	0.12	6.2	0.707	4.75	16.95																					
SPK-0124872	CC(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124872-001	1	C000004508			3.3	537	4.1	84.6	4.1	84.6	4.1	84.6	4.1	84.6	4.1	84.6			4.1	84.6																																134									
SPK-0124871	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(CCS(=O)(=O)N2CCOCC2)N=C1)C(=O)NO	LpxC inhibitors	SPK-0124871-001	1	C000004491			5.4	3.69	5.55	2.765	5.1	9.195	4.5	29.5	5.4	3.69	5.1	7.37			4.5	29.5																																									
SPK-0124870	CC(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CNN=C1)C(=O)NO	LpxC inhibitors	SPK-0124870-001	2	C000004482			5.35	4.28	5.65	2.14	5.05	23.565	4.3	45.7	4.3	45.7	5.2	5.71			4.3	45.7																																									
SPK-0124869	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC2(C1)OCCO2)C(=O)NO	LpxC inhibitors	SPK-0124869-001	1	C000004465			5.75	1.815	6.5	0.302	5.75	2.7225	4.4	38.7	5	9.67	5.6	2.42			4.4	38.7																																									
SPK-0124868	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCN(CC2)S(C)(=O)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124868-001	1	C000004422			5.1	7.58	5.7	1.9	5.55	4.264	4.5	30.3	5.4	3.79	6.3	0.474			4.5	30.3																																									
SPK-0124867	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C/C#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124867-001	1	C000004408			5.3	5.47	5.6	2.74	4.85	24.635	4.4	43.8	5	10.9	5.3	5.47			4.4	43.8																																									
SPK-0124866	CC(C)(N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC#CC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124866-001	1	C000004406			5.95	1.169	6.75	0.1905	5.65	7.9175	4.4	43.8	6.3	0.484	6	0.968			4.4	43.8																																									
SPK-0124865	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=NO1)C(=O)NO	LpxC inhibitors	SPK-0124865-001	1	C000004370			6.3	0.475	6	0.96	5	23.055	4.4	43.4	5.3	5.43	5.1	7.68			4.7	21.7																																									
SPK-0124864	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CCOC1)C(=O)NO	LpxC inhibitors	SPK-0124864-001	1	C000004368			5.95	1.151	5.7	1.9	5.05	12.655	4.4	43.1	5.1	7.61	5.1	7.61			4.7	21.5					5	10.8															37	27																			
SPK-0124863	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN(CC(=O)NO)N=C1)C(=O)NO	LpxC inhibitors	SPK-0124863-001	1	C000004363			5.3	4.56	4.85	13.66	4.55	27.35	4.4	36.5	5.6	2.28	4.7	18.2																																													
SPK-0124862	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=CC=C1F)C(=O)NO	LpxC inhibitors	SPK-0124862-001	1	C000004358			5.6	2.53	6.95	0.11395	5.9	2.688	4.7	20.2	6.5	0.316	6.5	0.316																																													
SPK-0124861	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=CC=C1F)C(=O)NO	LpxC inhibitors	SPK-0124861-001	1	C000004338			5	10.1	6.65	0.35335	5.75	1.89	4.4	40.4	5.3	5.05	6.2	0.631			4.4	40.4																																									
SPK-0124860	CC(C)(N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CCCC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124860-001	1	C000004331			5.6	2.71	6.2	0.844	5.6	5.7385	4.4	43.3	5.6	2.71	5.6	2.71			4.4	43.3																																									
SPK-0124859	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C(F)=C\\CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124859-001	1	C000004328			5.6	3.35	6.7	0.1965	5.75	5.5175	4.4	42.8	5.9	1.34	5.9	1.34			4.4	42.8																																									
SPK-0124858	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C(F)=C\\C1CCC1)C(=O)NO	LpxC inhibitors	SPK-0124858-001	1	C000004326			5.3	5.36	6.65	0.248	5.75	5.5175	4.4	42.8	6.2	0.669	5.9	1.34			4.4	42.8																																									
SPK-0124857	CC(C)(N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CCC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124857-001	1	C000004315			5.9	1.41	6.05	1.0565	5.4	6.355	4.9	11.3	5.2	5.63	5.2	5.63			4.9	11.3																																									
SPK-0124856	CCOC\\C=C\\C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)NC=O	LpxC inhibitors	SPK-0124856-001	1	C000004292			5.15	7.73	5.6	3.225	4.85	23.23	4.4	41.3	4.4	41.3	4.4	41.3			4.4	41.3																																									
SPK-0124855	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CCC1)C(=O)NO	LpxC inhibitors	SPK-0124855-001	1	C000004277			5.9	1.41	6.8	0.169	6	2.8995	4.6	22.5	5.9	1.41	6.2	0.703			4.3	45																																									
SPK-0124854	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCN1CCC1)C(=O)NO	LpxC inhibitors	SPK-0124854-001	1	C000004238			6.2	0.679	5.45	4.07	5.3	6.805	4.4	43.4	4.4	43.4	4.4	43.4			4.4	43.4																																									
SPK-0124853	CCC\\C(F)=C\\C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124853-001	2	C000004232			6.2	0.692	6.6	0.2845	6.05	1.036	4.6	26.7	5.75	2.075	5.5	3.21	6.8	0.166	4.55	33.2	6.5	0.346	6.5	0.346	6.2	0.692	5.9	1.38	6.05	1.036	5.6	2.77	5.6	2.77	6.8	0.166	5	11.1	4.7	22.1																					
SPK-0124852	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CNN=C1)C(=O)NO	LpxC inhibitors	SPK-0124852-001	1	C000004229			6.4	0.429	6.1	0.857	5.35	6.53	4.55	32.65	5.35	5.68	5.3	6.81	5.6	2.72	4.4	43.5			4.7	21.8	6.2	0.68					5	10.9	5	10.9	6.2	0.68	4.7	21.8	4.7	21.8																					
SPK-0124851	CC(C)(N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CNN=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124851-001	1	C000004228			6.35	0.51	5.6	2.72	5.45	4.08	4.55	32.65	5.4	4.485	4.9	14.1	5.5	3.24	4.55	32.65	5.9	1.36	4.7	21.8	6.2	0.68	5.3	5.44	5.45	4.08	5.3	5.44	4.8	17.3	6	0.962	5	10.9	4.7	21.8																					
SPK-0124850	CNCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124850-001	1	C000004220			5.8	1.46	4.9	11.7	4.6	29.2	4.3	46.7	4.3	46.7	4.6	23.4			4.3	46.7																																									
SPK-0124849	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0124849-001	1	C000004168			5.6	2.6	5.9	1.625	5.6	5.525	4.4	41.6	4.7	20.8	5.3	5.2			4.4	41.6																																									
SPK-0124848	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(S1)C(\\N)=N/O)C(=O)NO	LpxC inhibitors	SPK-0124848-001	1	C000004166			6.2	0.569	6.45	0.343	6	0.9725	4.55	27.3	5.9	1.14	5.9	1.14	6.4	0.358	4.55	27.3	6.5	0.284	5	9.1	6.2	0.569	5.9	1.14	6.2	0.569	5.3	4.55	5	9.1	6.4	0.402	5.3	4.55																							
SPK-0124847	C[C@H](O)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124847-001	5	C000004129	8.48	0.0033	5.8	1.46	5.2	5.82	4.7	27.42	4.15	69.9	4.3	46.6	4.45	34.95	5.35	4.365	4.3	46.6			4.6	23.3	5.6	2.31					4.9	11.6	4.6	23.3	5.5	2.91	4.6	23.3	4.6	23.3	51.4	47.25	54.9																		
SPK-0124846	C[C@H](N)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124846-001	1	C000004126			4.4	36.7	4.4	36.7	4.4	36.7	4.4	36.7	4.4	36.7	4.4	36.7			4.4	36.7																																									
SPK-0124844	CCC#C\\C=C\\C1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124844-002	1	C000004120			6.25	0.569	5.8	1.52	4.9	15.185	4.3	48.6	5.2	6.07	4.9	12.1			4.3	48.6																																									
SPK-0124843	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=NS1)C(=O)NO	LpxC inhibitors	SPK-0124843-001	1	C000004112			6.1	0.847	7.1	0.0784	6.5	0.327	4.4	41.8	5.7	1.85	6.1	0.824	6.6	0.226	4.4	41.8	7.1	0.0784	5.3	5.23	6.5	0.327	6.2	0.654	6.5	0.327	5.3	5.23	4.7	20.9	6.2	0.654	5	10.5	4.7	20.9																					
SPK-0124842	CN(C)CC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124842-001	1	C000004088			6	1.11	5.65	2.395	5.3	5.61	4.45	33.65	4.6	22.4	4.9	11.2	5.3	5.61	4.3	44.9	5.6	2.81	4.6	22.4	5.9	1.4	4.9	11.2	5.3	5.61	4.6	22.4	4.6	22.4	5.6	2.81	4.6	22.4	4.6	22.4	50.8	46.7	46.9	57.5																	
SPK-0124841	CC(C)CCC#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO	LpxC inhibitors	SPK-0124841-001	1	C000004062			5.4	4.22	6.2	0.703	5.55	6.0015	4.6	22.5	4.6	22.5	5.6	2.81			4.3	45																					0.489		0.328	1.95																	
SPK-0124840	CC(C)CC#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO	LpxC inhibitors	SPK-0124840-001	1	C000004058			5.8	1.46	6.25	0.549	5.2	12.43	4.6	23.4	5.2	5.86	5.5	2.93			4.3	46.9																					1.69		1.5	1.89																	
SPK-0124839	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(CN2CCS(=O)(=O)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124839-001	1	C000004057			5.4	3.83	6	0.957	5.55	4.3035	4.65	22.95	6	0.957	6	0.957			4.65	22.95																																									
SPK-0124838	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(F)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124838-001	1	C000004039			5.3	5.08	6.95	0.11465	6.75	0.213	4.5	28.7	5.9	1.27	6.7	0.22	6.8	0.153	4.4	40.7	7.4	0.0381	5.3	5.08	5.9	1.27	6.8	0.153	6.95	0.11465	4.7	20.3	4.7	20.3	6.8	0.153	4.7	20.3																							
SPK-0124837	CC(C)CCC#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124837-001	1	C000004024			5.3	5.41	6.5	0.4195	5.9	1.6935	4.7	21.7	5	10.8	6.5	0.338			4.7	21.7																																									
SPK-0124836	CC(C)(C)CNCC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124836-001	1	C000004017			5.7	2.22	5.7	2.22	5.05	18.86	4.4	35.5	4.8	17.8	5.4	4.44			4.4	35.5																																									
SPK-0124835	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1CC1C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124835-001	1	C000004003			4.85	15.9	4.4	42.4	4.7	21.2	4.4	42.4	5.3	5.3	4.4	42.4			4.4	42.4																																									
SPK-0124834	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CCCCO)C(=O)NO	LpxC inhibitors	SPK-0124834-001	1	C000003988, C000050806			4.6	23.3	4.3	46.6	4.3	46.6	4.3	46.6	4.3	46.6	4.3	46.6			4.3	46.6																																									
SPK-0124833	COC1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO	LpxC inhibitors	SPK-0124833-001	1	C000003983			5.3	5.11	6.05	0.9595	5.15	21.09	4.4	40.9	4.7	20.4	5.6	2.55			4.4	40.9																																									
SPK-0124832	ONC(=O)C(NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C1(O)CC1	LpxC inhibitors	SPK-0124832-001	1	C000003982			5.65	2.22	5.65	2.22	5.2	12.54	4.3	47.3	4.9	11.8	5.2	5.91			4.3	47.3																																									
SPK-0124831	CC(C)C#CC#CC1=CC=C(C=C1)C(=O)N[C@H](C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124831-001	1	C000003975			5.9	1.16	6.55	0.3195	6.2	0.625	4.6	23.4	5.6	2.32	5.8	1.46	7.1	0.0879	4.3	46.9	6.8	0.176	6.1	0.732	6.1	0.732	5.95	1.096	6.25	0.549	6.1	0.732	5.5	2.93	7.4	0.0439	6.1	0.732	4.9	11.7																					
SPK-0124830	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CN=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124830-001	1	C000003973			5.9	1.33	6.15	0.76	5.75	1.995	3.8	170	5.3	5.31	5.5	3.16	5.9	1.33	4.4	42.5	6.2	0.664	4.7	21.3	6.2	0.664	5.6	2.66	5.9	1.33	4.7	21.3	4.7	21.3	5.9	1.33	5	10.6	4.7	21.3																					
