compound_id	smiles	series	batch_id	source_id	synonyms	spark_achaogen_lpxc_pic50	spark_achaogen_lpxc_ic50_um	spark_achaogen_primary_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_primary_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_primary_mic_escherichia_coli_pmic	spark_achaogen_primary_mic_escherichia_coli_mic_um	spark_achaogen_primary_mic_klebsiella_pneumoniae_pmic	spark_achaogen_primary_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_primary_mic_staphylococcus_aureus_pmic	spark_achaogen_primary_mic_staphylococcus_aureus_mic_um	spark_achaogen_primary_mic_acinetobacter_baumannii_pmic	spark_achaogen_primary_mic_acinetobacter_baumannii_mic_um	spark_achaogen_primary_mic_yersinia_enterocolitica_pmic	spark_achaogen_primary_mic_yersinia_enterocolitica_mic_um	spark_achaogen_primary_mic_burkholderia_thailandensis_pmic	spark_achaogen_primary_mic_burkholderia_thailandensis_mic_um	spark_achaogen_lpxc_mic_acinetobacter_baumannii_pmic	spark_achaogen_lpxc_mic_acinetobacter_baumannii_mic_um	spark_achaogen_lpxc_mic_escherichia_coli_pmic	spark_achaogen_lpxc_mic_escherichia_coli_mic_um	spark_achaogen_lpxc_mic_burkholderia_cepacia_pmic	spark_achaogen_lpxc_mic_burkholderia_cepacia_mic_um	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_pmic	spark_achaogen_lpxc_mic_pseudomonas_aeruginosa_mic_um	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_pmic	spark_achaogen_lpxc_mic_klebsiella_pneumoniae_mic_um	spark_achaogen_lpxc_mic_klebsiella_oxytoca_pmic	spark_achaogen_lpxc_mic_klebsiella_oxytoca_mic_um	spark_achaogen_lpxc_mic_achromobacter_spp_pmic	spark_achaogen_lpxc_mic_achromobacter_spp_mic_um	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_pmic	spark_achaogen_lpxc_mic_achromobacter_xylosoxidans_mic_um	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_pmic	spark_achaogen_lpxc_mic_ralstonia_mannitolytica_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_spp_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_spp_mic_um	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_pmic	spark_achaogen_lpxc_mic_stenotrophomonas_maltophilia_mic_um	spark_achaogen_protein_binding_human_fraction_free_pct	spark_achaogen_protein_binding_rat_fraction_free_pct	spark_achaogen_protein_binding_mouse_fraction_free_pct	spark_achaogen_protein_binding_dog_fraction_free_pct	spark_achaogen_protein_binding_nhp_fraction_free_pct	spark_achaogen_cytotox_ic50_um	spark_achaogen_cytotox_r_squared	spark_achaogen_mic_population_mic50_ug_ml	spark_achaogen_mic_population_mic90_ug_ml	spark_achaogen_mic_population_min_mic_ug_ml	spark_achaogen_mic_population_max_mic_ug_ml	spark_achaogen_pae_clinical_isolate_mic5_ug_ml	spark_achaogen_pk_rat_iv_auc_0_inf_hr_ug_ml	spark_achaogen_pk_rat_iv_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_cmax_ug_ml	spark_achaogen_pk_rat_iv_c0_ug_ml	spark_achaogen_pk_rat_iv_cl_l_hr_kg	spark_achaogen_pk_rat_iv_vss_l_kg	spark_achaogen_pk_rat_iv_free_auc_0_t_hr_ug_ml	spark_achaogen_pk_rat_iv_free_cmax_ug_ml	spark_achaogen_pk_rat_iv_free_cl_l_hr_kg
SPK-0124829	CCCC#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO	LpxC inhibitors	SPK-0124829-001	1	C000003966			6.05	0.908	5.9	1.246	5.15	13.16	4.3	48.9	5.2	6.11	5.2	6.11			4.3	48.9	5.2	6.11																																							
SPK-0124828	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1CC1)C(=O)NO	LpxC inhibitors	SPK-0124828-001	1	C000003951			6.1	0.764	5.75	1.725	5.05	9.155	4.5	34.5	5.5	3.05	5	10.3	6.4	0.382	4.3	48.9	5.8	1.53	5.5	3.05	6.1	0.764	5.2	6.11	5.2	6.11	5.5	3.05	4.9	12.2	6.4	0.382	5.5	3.05	4.75	18.3																					
SPK-0124827	CC(C)C#CC#CC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO	LpxC inhibitors	SPK-0124827-001	1	C000003943			5.9	1.21	5.75	1.815	5.7	2.16	4.6	24.4	5.1	7.7	5.1	7.7			4.3	48.9	5.2	6.11																																							
SPK-0124826	C[C@@H](NC(=O)CN[C@@H](C)C1=CC=CC=C1)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124826-001	1	C000003939			4.5	32.1	4.5	32.1	4.5	32.1	4.5	32.1	4.5	32.1	4.5	32.1			4.5	32.1	4.5	32.1																																							
SPK-0124825	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124825-001	13	C000003936	9.06	0.000875	6.6	0.241	7.1	0.0884	6.55	0.277	4.6	23.6	5.7	2.08	6.2	0.5975	7.2	0.0625	4.6	23.6	7.1	0.0884	6.1	0.737	6.8	0.177	6.4	0.368	6.8	0.177	6.3	0.464	6	1.04	7.4	0.0442	6	0.928	4.75	17.7	7.01		6.27	6.43		4	0.975	0.25	1	0.016	4	0.165									
SPK-0124824	CC(C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=NC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124824-001	1	C000003935			5.3	6.625	5.75	1.985	5.6	2.65	4.4	42.4	4.7	21.2	4.7	21.2			4.4	42.4	5	10.6																																							
SPK-0124823	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC(O)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124823-001	1	C000003924			4.5	34.3	4.5	34.3	4.5	34.3	4.5	34.3	4.5	34.3	4.5	34.3			4.5	34.3	4.5	34.3																																							
SPK-0124822	CC(C)(N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNC2CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124822-001	4	C000003913			5.9	1.19	6.05	0.8465	5.9	1.19	4.4	38	5.3	4.76	5.5	2.83	5	9.51	4.4	38	5.9	1.19	4.4	38	5.3	4.76	5.6	2.38	5.75	1.785	5	9.51	4.4	38	5.3	4.76	5	9.51	4.4	38																					
SPK-0124821	CCOCC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(=O)NC(C(=O)NO)C(C)(C)N	LpxC inhibitors	SPK-0124821-001	1	C000003912			5.75	1.83	6.65	0.226	6.2	0.611	4.4	39.1	5.6	2.44	6.2	0.611			4.4	39.1	5.9	1.22																																							
SPK-0124820	CC(C)(N)C(NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124820-001	1	C000003911			5.45	3.975	6.35	0.4965	6.5	0.331	4.7	21.2	5.6	2.65	6.2	0.662			4.4	42.4	5.9	1.32																																							
SPK-0124819	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=CS1)C(=O)NO	LpxC inhibitors	SPK-0124819-001	1	C000003903			6	1.08	6.4	0.44	6.2	0.68	4.6	27.4	5.4	4.32	5.9	1.36			4.7	21.8	5.9	1.36																																							
SPK-0124818	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CC1)C(=O)NO	LpxC inhibitors	SPK-0124818-001	1	C000003865			6.05	0.8385	6.25	0.5745	6.1	0.766	4.45	36.75	4.75	18.4	5.65	2.295			4.45	36.75	5.6	2.58																																							
SPK-0124817	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(N)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124817-001	1	C000003861			6.25	0.611	6.55	0.2795	6.3	0.558	4.4	42.5	5.3	4.47	5.7	2.23			4.4	42.5	5.9	1.33																																							
SPK-0124816	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1CCCCC1)C(=O)NO	LpxC inhibitors	SPK-0124816-001	1	C000003859			5.05	9.3	6.2	0.68	5.6	2.72	4.7	21.8	5	10.9	5.7	1.92	6.2	0.68	4.7	21.8	5.6	2.72	5.6	2.72																																					
SPK-0124815	C[C@@H](N)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=CC=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124815-001	1	C000003838			5.75	1.955	6	1.1235	5.7	2.18	4.5	31.1	5.6	2.75	5.4	4.37			4.4	44	5.2	6.93																																							
SPK-0124814	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC(C)=NC=C1)C(=O)NO	LpxC inhibitors	SPK-0124814-001	1	C000003828			4.9	11.3	4.75	16.95	4.3	45.3	4.3	45.3	4.3	45.3	4.3	45.3			4.3	45.3	4.3	45.3																																							
SPK-0124813	ONC(=O)[C@H](CNC(=O)CNC1CC1)NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=CC=C1	LpxC inhibitors	SPK-0124813-001	1	C000003807			5.3	4.48	6.1	0.988	6	1.12	4.4	35.8	4.4	35.8	5.3	4.48			4.1	71.7	5.5	3.17																																							
SPK-0124812	CC(C)(O)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CNC3CC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124812-001	2	C000003760			5.8	1.77	6.3	0.559	6	1.12	4.1	89.4	5.7	2.23	5.9	1.445	5.7	2.23	4.1	89.4	6.6	0.279	4.4	35.8	5.3	4.47	5.7	2.23	6.3	0.559	4.4	35.8	4.4	35.8	5.3	4.47	4.4	35.8	4.4	35.8	1.82	6.04	5.06																		
SPK-0124811	NC[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124811-001	1	C000003755			5.05	8.56	5.5	2.86	5.2	5.72	4	91.6	4.3	45.8	4.6	22.9			3.7	183	5.5	2.86																																							
SPK-0124810	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(C=C1)C(F)(F)F)C(=O)NO	LpxC inhibitors	SPK-0124810-001	1	C000003746			4.7	23.31	5.6	2.33	5.3	4.66	4.4	37.3	4.4	37.3	5.3	4.66			4.4	37.3	5.3	4.66																																							
SPK-0124809	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CN=CC=C1)C(=O)NO	LpxC inhibitors	SPK-0124809-001	1	C000002907			5.65	2.22	3.7	189	3.7	189	3.7	189	4.3	47.3	3.7	189			3.7	189	4.6	23.6																																							
SPK-0124808	ONC(=O)[C@H](CNC(=O)CNC1CC1)NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124808-001	1	C000002884			5.4	3.67	6.15	0.687	6	0.916	4.2	58.6	4.2	58.6	5.4	3.67			4.2	58.6	6	0.916																																							
SPK-0124807	CNC[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124807-001	1	C000002883			5.1	8.65	5.55	3.24	5.1	8.65	4.2	69.2	4.2	69.2	5.1	8.65			4.2	69.2	5.1	8.65																																							
SPK-0124806	NC[C@H](NC(=O)C1=CC=C(C=C1)C#C\\C=C\\C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124806-001	1	C000002755			5.7	2.23	5.95	1.184	6	1.11	3.8	143	4.1	71.3	5.2	6.31			3.8	143	5.4	4.46																																							
SPK-0124805	ONC(=O)[C@@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CN3CCOCC3)C=C2)C=C1)C1=CC=CC=C1	LpxC inhibitors	SPK-0124805-001	1	C000002743			4.65	24.2	5.85	1.515	5.7	2.02	4.2	64.6	4.2	64.6	5.4	4.04			4.2	64.6	6	1.01																																							
SPK-0124804	ONC(=O)[C@@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CN3CCOCC3)C=C2)C=C1)C1CC1	LpxC inhibitors	SPK-0124804-001	1	C000002741			5.1	8.7	6	1.09	6	1.09	3.9	139	5.1	8.7	5.1	8.7			4.2	69.6	5.7	2.18																																							
SPK-0124803	NCCCC[C@H](N)C(=O)NCC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C(=O)N[C@@H](CN)C(=O)NO	LpxC inhibitors	SPK-0124803-001	1	C000002739			4.2	66.6	3.9	133	3.9	133	3.9	133	3.9	133	3.9	133			3.9	133	3.9	133																																							
SPK-0124802	ONC(=O)[C@H](CNC(=O)CN1CCNCC1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124802-001	1	C000002738			4.2	58.3	3.9	117	3.9	117	3.9	117	3.9	117	3.9	117			3.9	117	3.9	117																																							
SPK-0124801	C[C@@H](O)[C@H](NC(=O)C1=CC=C(\\C=C\\C#CC2=CC=C(CO)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124801-001	1	C000002733			5.45	3.805	5.85	1.343	5.7	1.79	3.8	162	4.4	40.6	5	10.1			3.8	162	6	0.896																																							
SPK-0124800	[H][C@@](C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(N)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124800-001	1	C000002709			4	90.6	3.7	181	3.7	181	3.7	181	3.7	181	3.7	181			3.7	181	3.7	181																																							
SPK-0124799	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)NCCCN)C(=O)NO	LpxC inhibitors	SPK-0124799-001	1	C000002708			4.1	77.2	4.1	77.2	4.1	77.2	4.1	77.2	4.1	77.2	4.1	77.2			4.1	77.2	4.1	77.2																																							
SPK-0124798	[H][C@@](C)(O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124798-001	1	C000002689			5.15	7.58	4.55	30.35	4.4	40.5	3.8	162	3.8	162	3.8	162			3.8	162	4.4	40.5																																							
SPK-0124797	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124797-001	1	C000002684			5.15	7.58	4.7	20.2	4.7	20.2	3.8	162	3.8	162	3.8	162			3.8	162	5	10.1																																							
SPK-0124796	[H][C@](C)(O)[C@]([H])(NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNC(=O)CN)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124796-001	1	C000002681			4.85	14.11	4.1	75.4	4.1	75.4	4.1	75.4	4.1	75.4	4.1	75.4			4.1	75.4	5	9.42																																							
SPK-0124795	C[C@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(NC(=O)[C@H](C)N)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124795-001	1	C000002654			5.6	2.36	4.7	18.8	4.4	37.7	3.8	151	4.4	37.7	4.1	75.4			3.8	151	5	9.42																																							
SPK-0124794	NC[C@H](NC(=O)C#CC1=CC=C(C=C1)C#CCN1CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0124794-001	1	C000002644			3.8	173	3.8	173	3.8	173	3.8	173	3.8	173	3.8	173			3.8	173	3.8	173																																							
SPK-0124793	ONC(=O)[C@H](CNC(=O)CCC(O)=O)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNC(=O)CCC(O)=O)C=C1	LpxC inhibitors	SPK-0124793-001	1	C000002637			3.9	116	3.9	116	3.9	116	3.9	116	3.9	116	3.9	116			3.9	116	3.9	116																																							
SPK-0124792	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CC(O)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124792-001	1	C000002628			4.4	42	4.4	42	4.4	42	4.4	42	4.4	42	4.4	42			4.4	42	4.4	42																																							
SPK-0124791	COC1CCN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@@H]([C@@H](C)N)C(=O)NO)CC1	LpxC inhibitors	SPK-0124791-001	1	C000002610			5.7	2.15	5.55	3.23	5.4	4.31	3.9	138	4.8	17.2	5.1	8.61			3.9	138	5.4	4.31																																							
SPK-0124790	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)CC2=CN=CC=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124790-001	1	C000002605			5.7	2.12	6	1.06	6	1.06	3.9	136	5.1	8.48	5.4	4.24			3.9	136	6	1.06																																							
SPK-0124789	C[C@@H](N)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCS(=O)(=O)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124789-001	1	C000002599			5.55	3.095	5.55	3.095	5.4	4.13	3.9	132	4.8	16.5	4.5	33			4.5	33	5.4	4.13																																							
SPK-0124788	C[C@@H](O)[C@H](NC(=O)C1=CC=C(S1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124788-001	1	C000002594			4.7	18	4.85	13.51	4.7	18	3.8	144	3.8	144	3.8	144			3.8	144	5	9.02																																							
SPK-0124787	ONC(=O)[C@H](CC1=CC=NC=C1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124787-001	1	C000002563			4.2	82.5	4.8	20.625	4.8	16.5	3.9	132	3.9	132							4.8	16.5																																							
SPK-0124786	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CNC2CCCCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124786-001	1	C000002559			4.7	18.4	4.4	36.8	4.4	36.8	3.8	147	3.8	147							4.1	73.6																																							
SPK-0124785	NC1CCN(C[C@H](NC(=O)C2=CC=C(C=C2)C#CC2=CC=C(CN3CCOCC3)C=C2)C(=O)NO)CC1	LpxC inhibitors	SPK-0124785-001	1	C000002554			3.9	127	4.05	95.15	4.2	63.3	3.9	127	3.9	127							3.9	127																																							
SPK-0124784	ONC(=O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C1=CC=CC=C1	LpxC inhibitors	SPK-0124784-001	1	C000002536			4.95	12.76	5.85	1.595	5.4	4.26	3.9	136	4.8	17							5.7	2.13																																							
SPK-0124783	CC(C)C(C(=O)NO)C(=O)NC1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124783-001	1	C000002524			3.8	147	3.8	147	3.8	147	3.8	147	3.8	147							3.8	147																																							
SPK-0124782	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CO)C(F)=C1)C(=O)NO	LpxC inhibitors	SPK-0124782-001	1	C000002515			5.15	8.095	4.25	64.65	4.4	43.1	3.8	172	3.8	172							4.1	86.2																																							
SPK-0124781	ONC(=O)[C@H](CC1=CC=C2C=CC=CC2=C1)NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1	LpxC inhibitors	SPK-0124781-001	1	C000002514			3.9	120	4.05	90	4.2	60	3.6	240	3.9	120							4.2	60																																							
SPK-0124780	NC[C@H](NC(=O)C1=CC=C(C#CC2=CC=C(CO)C=C2)C(F)=C1)C(=O)NO	LpxC inhibitors	SPK-0124780-001	1	C000002456			5.3	5.39	4.7	21.5	4.4	43.1	3.8	172	4.25	96.75							4.4	43.1																																							
SPK-0124779	NC[C@H](NC(=O)C1=CC=C(C=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124779-001	1	C000002455			3.8	161	3.8	161	3.8	161	3.8	161	3.8	161							3.8	161																																							
SPK-0124778	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124778-001	1	C000002438			5.25	5.405	6.15	0.84	6	1.12	3.8	143	4.55	26.85							5.5	3.17																																							
SPK-0124777	NC[C@H](NC(=O)C1=CC=C(\\C=C\\C2=CC=C(CN3CCC(F)(F)CC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124777-001	1	C000002432			5	11.26	5.45	3.72	5.4	4.36	3.9	140	4.3	49.4							5.2	6.17																																							
SPK-0124776	NC[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C(F)=C1)C(=O)NO	LpxC inhibitors	SPK-0124776-001	1	C000002388			5.3	4.54	5.3	4.54	5.5	3.21	3.8	145	4.25	54.45							5.3	4.54																																							
SPK-0124775	CS(=O)(=O)N1CCN(CC2=CC=C(C=C2)C#CC2=CC=C(C=C2)C(=O)N[C@@H](CN)C(=O)NO)CC1	LpxC inhibitors	SPK-0124775-001	1	C000002380			5.1	8.01	5.25	6.005	5.2	5.66	3.9	128	4.2	65.5							4.9	11.3																																							
SPK-0124774	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=C(F)C=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124774-001	1	C000002341			5.4	4.39	6	1.0905	6	1.1	3.9	141	4.7	22.75	5.1	8.78			4.5	35.1	5.7	1.85																																							
SPK-0124773	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)N(C)C(=O)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124773-001	1	C000002332			3.9	136	3.9	136	3.9	136	3.9	136	3.9	136							3.9	136																																							
SPK-0124772	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C(=O)NC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124772-001	1	C000002330			3.9	140	3.9	140	3.9	140	3.9	140	3.9	140							3.9	140																																							
SPK-0124771	CC(CNC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124771-001	1	C000002287			3.8	152	3.95	113.95	4.1	75.9	3.8	152	3.8	152							3.8	152																																							
SPK-0124770	CCC(C)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124770-001	1	C000002286			4.1	71.2	5.4	5.56	5.7	2.22	3.8	142	3.95	106.6							4.7	17.8																																							
SPK-0124769	C[C@@H](O)[C@H](NC(=O)C1=CC=C(CNC2=CC=C(CN3CCOCC3)C=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124769-001	1	C000002281			3.8	145	3.8	145	3.8	145	3.8	145	3.8	145							3.8	145																																							
SPK-0124768	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)N1CCOCC1)C(=O)NO	LpxC inhibitors	SPK-0124768-001	1	C000002214			3.7	198	3.7	198	3.4	396	3.7	198	3.7	198							3.7	198																																							
SPK-0124767	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(N)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124767-001	1	C000002209			5.4	4.44	4.2	60.6	3.8	142	3.8	142	4.35	48.05							4.4	35.5																																							
SPK-0124766	CCCCCC1=CC=C(C=C1)C(=O)N[C@@H]([C@@H](C)O)C(=O)NO	LpxC inhibitors	SPK-0124766-001	1	C000002197			4.3	51.9	3.7	208	3.7	208	3.7	208	5.2	6.49	3.7	208			3.7	208	3.85	156					4	104																																	
SPK-0124765	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CO)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124765-001	1	C000002193			5.75	1.82	5.2	6.46	5.2	6.09	3.8	174	4.3	49.9	4.4	43.4	4.1	86.9	3.8	174	5.6	2.495	3.8	174	5.6	2.71	5	10.9	4.85	16.3	3.8	174	3.8	174			3.8	174	3.8	174																					
SPK-0124764	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CC2)N2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124764-001	1	C000002188			4.8	15.4	5.4	3.84	5.4	3.84	3.9	123	4.35	46.1							6	2.04					6.6	0.24																																	
SPK-0124763	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(CC2)C2=CC=CC=C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124763-001	1	C000002143			5.1	7.82	5.55	2.93			3.9	125	4.2	62.5							6.6	0.303					6.9	0.117																																	
SPK-0124762	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(C)CC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124762-001	1	C000002142			5.1	8.9	5.1	8.9			3.8	142	4.1	71.2							6.15	1.249					6.6	0.278																																	
SPK-0124761	C[C@@H](O)[C@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCCC(O)C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124761-001	1	C000002137			5.4	4.43	5.1	8.86			3.8	142	4.3	53.15							6	2.3535					6.6	0.277																																	
SPK-0124760	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN(C)C2CCN(C)C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124760-001	1	C000002010			3.9	138	3.9	138			3.9	138			3.6	276	3.9	138	3.9	138	3.9	138	3.9	138			3.9	138																																	
SPK-0124759	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCN(CC2)S(C)(=O)=O)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124759-001	1	C000002004			3.9	124	3.9	124			3.6	249			3.9	124	3.9	124	3.9	124	3.9	124	3.9	124			4.5	31.1																																	
SPK-0124758	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCN(CC2)S(=O)(=O)N(C)C)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124758-001	1	C000002003			3.9	118	3.9	118			3.9	118			3.6	235	3.9	118	3.9	118	4.2	58.9	3.9	118			4.8	14.7																																	
SPK-0124757	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCC(N)C2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124757-001	1	C000002002			3.8	147	3.8	147			3.8	147			3.5	293	3.8	147	3.8	147	3.8	147	3.8	147			3.8	147																																	
SPK-0124756	C[C@H](O)[C@@H](NC(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCNCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124756-001	1	C000001998			3.8	147	3.8	147			3.8	147			3.8	147	3.8	147	3.8	147	3.8	147	3.8	147			3.8	147																																	
SPK-0124755	CC(C)(C)[C@H](NS(=O)(=O)C1=CC=C(C=C1)C#CC1=CC=C(CN2CCOCC2)C=C1)C(=O)NO	LpxC inhibitors	SPK-0124755-001	1	C000001976			3.9	132	3.9	132			3.9	132			3.9	132	3.9	132	3.9	132	4.8	16.5	3.9	132			4.8	16.5																																	
