compound_id	smiles	series	canonical_postera_id	fragalysis_id	acrylamide	chloroacetamide	mpro_fluorescence_pIC50	mpro_fluorescence_IC50_uM	mpro_rapidfire_pIC50	mpro_rapidfire_IC50_uM	trypsin_IC50_uM	trypsin_mpro_selectivity_ratio
EDJ-MED-50fe53e8-1	O=C(Cc1cccc(Cl)c1)Nc1nncc2ccccc12	3-aminopyridine-like	EDJ-MED-50fe53e8-1	x11508	False	False	4.66451	21.6514				
EDJ-MED-50fe53e8-2	O=C(Cc1cccc(Cl)c1)Nc1cnnc2ccccc12	3-aminopyridine-like	EDJ-MED-50fe53e8-2		False	False	4.00218	99.5	4.00436	99		
EDJ-MED-50fe53e8-3	O=C(Cc1cccc(Cl)c1)Nc1ncn2ccccc12	3-aminopyridine-like	EDJ-MED-50fe53e8-3	x11493	False	False	4.00218	99.5	4.00436	99		
EDJ-MED-00c1612e-1	COc1ccc2cncc(NC(=O)Cc3cccc(Cl)c3)c2c1	3-aminopyridine-like	EDJ-MED-00c1612e-1		False	False	6.04682	0.8978	6.25964	0.549994		
ALP-POS-0c2c77e1-1	O=C(Cc1cccc(Cl)c1)Nc1cnccc1-c1ccccc1	3-aminopyridine-like	ALP-POS-0c2c77e1-1	x11507	False	False	4.38836	40.8917	4.59974	25.1338		
ALP-POS-3b848b35-2	O=C(Cc1cc(Cl)cc(OC2CC(=O)N2)c1)Nc1cncc2ccccc12	3-aminopyridine-like	ALP-POS-3b848b35-2		False	False	6.67344	0.212109	6.80339	0.157257		
LON-WEI-2e27a2e5-1	CC(C)(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	LON-WEI-2e27a2e5-1		False	False	5.56565	2.71862	6.34432	0.452568		
LON-WEI-2e27a2e5-2	CC(C)(C)c1ccc(N(C(=O)c2cccnc2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1	Ugi	LON-WEI-2e27a2e5-2		False	False			4.00436	99		
MAT-POS-06036648-5	CNc1ccc(N(C(=O)Cn2nnc3ccccc32)c2cccc(Cl)c2)cc1	3-aminopyridine-like	MAT-POS-06036648-5		False	False	5.27267	5.33746	4.97635	10.5597		
JOH-UNI-591f77bd-1	COC(=O)C(c1ccccc1Cl)N1CCC(S)/C(=C/C(=O)O)C1	Unassigned	JOH-UNI-591f77bd-1		False	False			4.00436	99		
EDJ-MED-0e996074-1	O=C(Nc1nncn1C1CC1)C1CCOc2ccccc21	3-aminopyridine-like	EDJ-MED-0e996074-1	x11159	False	False			4.00436	99		
MAT-POS-c0143b99-1	C=CC(=O)N(Cc1cccc(Cl)c1)C(C(=O)NCCc1cccc(F)c1)c1cnccc1C	Ugi	MAT-POS-c0143b99-1		True	False	4.00218	99.5	4.00436	99		
ALP-POS-05819dc4-1	COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12	quinolones	ALP-POS-05819dc4-1		False	False	4.00218	99.5	6.16004	0.691763		
WIL-UNI-2e73223c-4	Cc1ccncc1OCCNC(=O)C(C)(C)c1cccc(Cl)c1	Unassigned	WIL-UNI-2e73223c-4		False	False	4.00218	99.5	4.00436	99		
ALP-POS-ddb41b15-1	Cc1ccncc1NC(=O)C(C(=O)c1cc(=O)[nH]c2ccccc12)c1cccc(Cl)c1	3-aminopyridine-like	ALP-POS-ddb41b15-1		False	False	4.80134	15.8	4.64069	22.8724		
ALP-POS-ddb41b15-3	CN(C)c1cncc(CN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1	quinolones	ALP-POS-ddb41b15-3		False	False	4.23873	57.7128	4.00436	99		
ALP-POS-ddb41b15-4	COc1cccc(CCN(C(=O)c2cc(=O)[nH]c3ccccc23)c2cccc(Cl)c2)c1	quinolones	ALP-POS-ddb41b15-4		False	False	5.39007	4.07314	4.00436	99		
ALP-POS-ddb41b15-8	Cn1c(C(NC(=O)Cc2cc3ccccc3[nH]2)c2cccc(Cl)c2)nc2ccccc21	Unassigned	ALP-POS-ddb41b15-8		False	False	4.00218	99.5	4.50364	31.3592		
ALP-POS-ddb41b15-9	COc1cccc(C(NC(=O)Cc2cccc(Cl)c2)c2nc3ccccc3[nH]2)c1	Unassigned	ALP-POS-ddb41b15-9		False	False	4.00218	99.5				
MIC-UNK-fc94cdb5-1	O=C1CC(NC(=O)Cc2cccc(Cl)c2)C(=O)N1	Ugi	MIC-UNK-fc94cdb5-1		False	False	4.00218	99.5	4.00436	99		
MIC-UNK-4c7b8ba7-1	O=C(Cc1cccc(Cl)c1)NC1CCCNC1=O	Ugi	MIC-UNK-4c7b8ba7-1		False	False	4.00218	99.5	4.00436	99		
MIC-UNK-42806bd5-2	O=C1CC(NC(=O)Cc2cccc(Cl)c2)CN1	3-aminopyridine-like	MIC-UNK-42806bd5-2		False	False			4.00436	99		
MIC-UNK-42806bd5-3	O=C1CC(NC(=O)C2CCOc3ccc(Cl)cc32)CN1	3-aminopyridine-like	MIC-UNK-42806bd5-3		False	False	4.00218	99.5				
LOR-NOR-30067bb9-2	Cc1cccc(COC(=O)c2cccc3c2NC(=O)C3=O)c1	Isatins	LOR-NOR-30067bb9-2		False	False			4.76227	17.2876		
LOR-NOR-30067bb9-5	Cc1ccc(OCCN2C(=O)C(=O)c3cccc(Cl)c32)cc1	Isatins	LOR-NOR-30067bb9-5		False	False			5.66831	2.1463		
LOR-NOR-30067bb9-6	CCOc1ccccc1CN1C(=O)C(=O)c2cc(Br)ccc21	Isatins	LOR-NOR-30067bb9-6		False	False			4.90631	12.4077		
LOR-NOR-30067bb9-7	COc1ccc(CN2C(=O)C(=O)c3cc(Br)cc(C)c32)cc1OC	Isatins	LOR-NOR-30067bb9-7		False	False			5.90988	1.2306		
LOR-NOR-30067bb9-8	Cc1cccc(NC(=O)CN2C(=O)C(=O)c3ccccc32)c1	Ugi	LOR-NOR-30067bb9-8		False	False			4.37301	42.3633		
LOR-NOR-30067bb9-10	N#Cc1ccc(CN2C(=O)C(=O)c3cccc(Br)c32)c(F)c1	Isatins	LOR-NOR-30067bb9-10		False	False			4.84495	14.2905		
LOR-NOR-30067bb9-11	N#Cc1cccc(CN2C(=O)C(=O)c3cccc(Br)c32)c1	Isatins	LOR-NOR-30067bb9-11		False	False			7.76922	0.0170131		
LOR-NOR-30067bb9-13	O=C1Nc2ccc(OCCF)cc2C1=O	Isatins	LOR-NOR-30067bb9-13		False	False			4.3445	45.2374		
LOR-NOR-30067bb9-15	COC(=O)c1cc(Br)cc2c1NC(=O)C2=O	Isatins	LOR-NOR-30067bb9-15		False	False			4.37333	42.3324		
LOR-NOR-30067bb9-18	O=C1C(=O)N(Cc2ncon2)c2ccc(Br)cc21	Isatins	LOR-NOR-30067bb9-18		False	False			5.42085	3.79449		
JAN-GHE-74b8b0cb-1	O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc4c3=O)c2)N1	3-aminopyridine-like	JAN-GHE-74b8b0cb-1		False	False	4.00218	99.5	4.00436	99		
MAT-POS-c478e61b-1	O=C1CC(Oc2cc(Cl)cc(CC(=O)Nn3cnc4ccccc43)c2)N1	3-aminopyridine-like	MAT-POS-c478e61b-1		False	False	4.08556	82.1185	4.00436	99		
MAT-POS-c9973a83-1	COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1	3-aminopyridine-like	MAT-POS-c9973a83-1	x11271	False	False	4.43436	36.7823	4.36049	43.6028		
COM-UCB-8c7d23dc-1	O=C(COc1ccccc1F)Nc1ncnc2[nH]cnc12	Unassigned	COM-UCB-8c7d23dc-1		False	False			4.00436	99		
COM-UCB-8c7d23dc-6	O=C1C(Nc2ncnc3[nH]cnc23)CCN1Cc1ccccc1	Unassigned	COM-UCB-8c7d23dc-6		False	False			4.00436	99		
COM-UCB-8c7d23dc-7	Cn1c(-c2ccc(NC(=O)C3CCCCC(=O)N3)cc2)nc2ccccc21	Ugi	COM-UCB-8c7d23dc-7		False	False			4.00436	99		
COM-UCB-8c7d23dc-12	Cc1[nH]c2ncnc(NC(=O)c3cc4ccccc4c(=O)o3)c2c1C	Unassigned	COM-UCB-8c7d23dc-12		False	False			4.00436	99		
COM-UCB-8c7d23dc-13	O=C1CCCCC(C(=O)Nc2ccc(-c3nc[nH]n3)cc2F)N1	Ugi	COM-UCB-8c7d23dc-13		False	False			4.00436	99		
COM-UCB-8c7d23dc-15	O=C(Nc1c[nH]nc1-c1ccccn1)c1cccc2nccn12	Unassigned	COM-UCB-8c7d23dc-15		False	False			4.00436	99		
COM-UCB-8c7d23dc-16	Cc1[nH]c2ncnc(NC(=O)C3CCN(c4ccc(Cl)cn4)CC3)c2c1C	Unassigned	COM-UCB-8c7d23dc-16		False	False			4.00436	99		
ALP-POS-3fc1724e-1	COc1c(Cl)cccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12	quinolones	ALP-POS-3fc1724e-1		False	False	5.19459	6.38861	4.78137	16.5435		
MAR-TRE-6a44bbf2-24	Cc1noc(C)c1S(=O)(=O)N1CCN(C(=O)CCl)CC1	piperazine-chloroacetamide	MAR-TRE-6a44bbf2-24		False	True	5.39117	4.06286				
WIL-MOD-03b86a88-2	Cc1ccncc1NC(=O)Cc1cc(Cl)cc(C2COC2)c1	3-aminopyridine-like	WIL-MOD-03b86a88-2		False	False	4.71917	19.0909	4.24486	56.9033		
WIL-MOD-03b86a88-4	Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OC2COC2)c1	3-aminopyridine-like	WIL-MOD-03b86a88-4		False	False	4.79715	15.9534	4.81583	15.2817		
WIL-MOD-03b86a88-5	Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(C)(=O)=O)c1	3-aminopyridine-like	WIL-MOD-03b86a88-5		False	False	4.6616	21.7972				
WIL-MOD-03b86a88-6	Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NS(N)(=O)=O)c1	3-aminopyridine-like	WIL-MOD-03b86a88-6	x11743	False	False	4.94859	11.2566	4.83948	14.4718		
JAG-UCB-119787ef-1	O=C(Nc1nncn1C1CC1)[C@@H]1CCOc2ccc(Cl)cc21	3-aminopyridine-like	JAG-UCB-119787ef-1	x10898	False	False			4.00436	99	99	
MAT-POS-968e8d9c-1	O=C(Nc1nncn1C1CC1)[C@H]1CCOc2ccc(Cl)cc21	3-aminopyridine-like	MAT-POS-968e8d9c-1	x10906	False	False			4.00436	99	99	
BRU-THA-a358fbdd-7	O=C(Nc1nncn1C1CC1)C1CCOc2c(F)cccc21	3-aminopyridine-like	BRU-THA-a358fbdd-7		False	False			4.00436	99		
JAG-UCB-c61058a9-45	O=C(Nc1cc(=O)[nH]c2ccccc12)C1CCOc2ccc(Cl)cc21	3-aminopyridine-like	JAG-UCB-c61058a9-45		False	False	4.00218	99.5	4.31859	48.0182		
TAT-ENA-80bfd3e5-1	CN(C)S(=O)(=O)c1cccc(C(=O)Nc2c(-c3ccccc3)nc3sccn23)c1	Unassigned	TAT-ENA-80bfd3e5-1		False	False	6.01108	0.974821	4.00436	99		
TAT-ENA-80bfd3e5-4	Cc1c(C(=O)CCl)c2ccccn2c1C(=O)c1ccc(F)cc1	Unassigned	TAT-ENA-80bfd3e5-4	x11590	False	False	6.14319	0.719126	6.15089	0.706489		
TAT-ENA-80bfd3e5-7	CSC1=C(C#N)C2(CCCCC2)C(C#N)=C(NC(=O)CCl)N1	Unassigned	TAT-ENA-80bfd3e5-7	x11579	False	True	5.90457	1.24574	5.81744	1.52251		
TAT-ENA-80bfd3e5-32	Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1	Unassigned	TAT-ENA-80bfd3e5-32		False	False	5.55006	2.81798	5.38164	4.153		
TAT-ENA-80bfd3e5-36	CCN(c1ccccc1)S(=O)(=O)c1ccc(OC)c(NC(=O)CCl)c1	Unassigned	TAT-ENA-80bfd3e5-36		False	True	5.49096	3.2288	5.1576	6.95659		
TAT-ENA-80bfd3e5-37	Cc1cc(C(=O)CCl)c(C)n1NC(=O)c1n[nH]c(=O)c2ccccc12	Unassigned	TAT-ENA-80bfd3e5-37	x11587	False	False	5.21801	6.0532				
TAT-ENA-80bfd3e5-42	CN(CC(=O)Nc1ccccc1Br)C(=O)CCl	Ugi	TAT-ENA-80bfd3e5-42		False	True	5.22888	5.90361				
TAT-ENA-80bfd3e5-45	CS(=O)(=O)Nc1cccc(C2=NN(C(=O)CCl)C(c3ccccc3)C2)c1	Unassigned	TAT-ENA-80bfd3e5-45		False	True	5.23428	5.83066				
BRU-CON-c4e3408a-1	Cc1ccncc1NC(=O)C1CCOc2ccc(Cl)cc21	3-aminopyridine-like	BRU-CON-c4e3408a-1		False	False	5.10883	7.78347				
LON-WEI-0a73fcb8-7	O=C(Nc1cnccc1CO)C1CCOc2ccc(Cl)cc21	3-aminopyridine-like	LON-WEI-0a73fcb8-7	x10942	False	False	4.86417	13.672	4.17815	66.3508	99	7.24108
NAU-LAT-8502cac5-8	O=C(Nc1nncn1C1CC1)C1CCS(=O)(=O)c2ccccc21	3-aminopyridine-like	NAU-LAT-8502cac5-8		False	False	4.16203	68.8612	4.57116	26.8438		
ADA-UCB-6c2cb422-1	O=C(Cc1cccc(Cl)c1)Nc1cncc2ccccc12	3-aminopyridine-like	ADA-UCB-6c2cb422-1	x10959	False	False	6.13775	0.728206	5.97604	1.05672	99	135.95
ADA-UCB-6c2cb422-3	Cc1ccncc1CC(=O)Nc1cccc2c1CNCC2	3-aminopyridine-like	ADA-UCB-6c2cb422-3	x11354	False	False			4.00436	99		
JAG-UCB-c37fbdcd-2	COc1ccc(Cl)cc1N1C(=O)CN(Cc2cc(=O)[nH]c3ccccc23)C1=O	Unassigned	JAG-UCB-c37fbdcd-2		False	False	4.00218	99.5	4.00436	99		
ERI-UCB-ce40166b-6	O=C(Cc1cncc2ccccc12)Nc1cc(Cl)cc(OC2CCC(=O)N2)c1	3-aminopyridine-like	ERI-UCB-ce40166b-6		False	False	4.41597	38.3738	4.713	19.3644		
ERI-UCB-ce40166b-17	O=C1CC(Oc2cc(Cl)cc(OCCNC(=O)c3cc(=O)[nH]c4ccccc34)c2)N1	quinolones	ERI-UCB-ce40166b-17	N0029	False	False	5.95706	1.10393	5.92807	1.18014		
VLA-UCB-00f2c2b3-2	Cc1ccncc1NC(=O)Cc1ccc2[nH]ncc2c1	3-aminopyridine-like	VLA-UCB-00f2c2b3-2		False	False			4.00436	99		
VLA-UCB-00f2c2b3-7	O=C(Cc1cccc(Cl)c1)Nc1cccc2[nH]ncc12	3-aminopyridine-like	VLA-UCB-00f2c2b3-7	x11424	False	False	4.00218	99.5	4.62703	23.6029		
PET-UNK-bbe8d7ff-2	Cc1ccncc1N(CC#N)C(=O)Cc1cccc(Cl)c1	3-aminopyridine-like	PET-UNK-bbe8d7ff-2		False	False	4.00218	99.5				
LON-WEI-ff7b210a-4	CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccccc2Cc2ccccc2)n1	Unassigned	LON-WEI-ff7b210a-4		False	False	6.29715	0.504482	6.083	0.826041		
LON-WEI-ff7b210a-5	CCOC(=O)c1nc(S(C)(=O)=O)ncc1Cl	Unassigned	LON-WEI-ff7b210a-5		False	False	5.79561	1.60098	5.98335	1.03908	99	61.837
LON-WEI-ff7b210a-10	CCn1c(CSc2nc(C)c(C)n2CC2CCCO2)nc2cc(S(=O)(=O)N(C)C)ccc21	Unassigned	LON-WEI-ff7b210a-10		False	False			4.00436	99		
ALP-POS-d2866bdf-1	CN(C)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1	3-aminopyridine-like	ALP-POS-d2866bdf-1	x10876	False	False	5.74624	1.79372	5.27012	5.36883	99	55.1924
MIC-UNK-66895286-1	O=C(Cc1cccc(Cl)c1)Nc1cn[nH]c1	3-aminopyridine-like	MIC-UNK-66895286-1	x11532	False	False	4.00218	99.5	4.00436	99		
MIC-UNK-66895286-3	Cc1[nH]ncc1CC(=O)Nc1cccc(Cl)c1	3-aminopyridine-like	MIC-UNK-66895286-3	x11540	False	False	4.26276	54.6064	4.00436	99		
ROD-LAS-d5538ff9-8	CCCc1cc2c(cc1S(=O)(=O)N1CCN(c3ccccc3)CC1)OCO2	Unassigned	ROD-LAS-d5538ff9-8		False	False			4.79671	15.9694		
JAG-UCB-77729364-1	Cc1cc2c(N)nc(=O)n(CC(=O)Nc3cccc(Cl)c3)c2s1	3-aminopyridine-like	JAG-UCB-77729364-1		False	False	4.00218	99.5	4.00436	99		
LON-WEI-babf2c61-1	C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1	Ugi	LON-WEI-babf2c61-1		True	False	4.94007	11.4798	5.67514	2.1128	99	8.62387
LON-WEI-babf2c61-2	C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1	Ugi	LON-WEI-babf2c61-2		True	False	4.93487	11.6181	4.00436	99	99	8.52122
LON-WEI-babf2c61-3	C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1	Ugi	LON-WEI-babf2c61-3		True	False	5.12623	7.47777	5.60774	2.46752	99	13.2392
LON-WEI-babf2c61-4	C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1	Ugi	LON-WEI-babf2c61-4		True	False			4.58151	26.2113		
LON-WEI-babf2c61-5	C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1	Ugi	LON-WEI-babf2c61-5		True	False	4.62121	23.9215	5.31493	4.84251	99	4.13854
LON-WEI-babf2c61-6	C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C)c1	Ugi	LON-WEI-babf2c61-6		True	False	4.61423	24.3092	5.11235	7.72056	99	4.07253
LON-WEI-babf2c61-7	C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1	Ugi	LON-WEI-babf2c61-7		True	False	4.95367	11.1257	5.5211	3.01233	99	8.89829
LON-WEI-babf2c61-8	C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1	Ugi	LON-WEI-babf2c61-8		True	False			4.76105	17.3362		
LON-WEI-babf2c61-9	C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Ugi	LON-WEI-babf2c61-9		True	False	4.69637	20.1203	5.21346	6.11696	99	4.92041
LON-WEI-babf2c61-10	C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1	Ugi	LON-WEI-babf2c61-10		True	False			4.9641	10.8617		
LON-WEI-babf2c61-11	C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(Cl)c1	Ugi	LON-WEI-babf2c61-11		True	False			5.32083	4.77712		
LON-WEI-babf2c61-12	C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(O)c1	Ugi	LON-WEI-babf2c61-12		True	False	4.00218	99.5				
LON-WEI-babf2c61-14	C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NCCc1cccc(F)c1)c1cncc(C#N)c1	Ugi	LON-WEI-babf2c61-14		True	False	4.00218	99.5	4.97669	10.5514		
DAR-DIA-8e329c92-2	COc1ccccc1OCCNC(=O)c1cc(N)cc2ccccc12	Unassigned	DAR-DIA-8e329c92-2		False	False	4.00218	99.5				
JAG-UCB-1d922829-1	Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1C	Unassigned	JAG-UCB-1d922829-1		False	False	4.00218	99.5	4.36135	43.516		
JAG-UCB-1d922829-2	Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)c(C)c1	Unassigned	JAG-UCB-1d922829-2		False	False	4.00218	99.5	4.26285	54.5943		
JAG-UCB-1d922829-3	Cc1ccc(NC2=C(c3ccccc3)C(=O)N(Cc3cccnc3)C2=O)cc1Cl	Unassigned	JAG-UCB-1d922829-3		False	False	4.00218	99.5	4.49156	32.2434		
JAG-UCB-1d922829-4	CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(Cl)c1	Ugi	JAG-UCB-1d922829-4		False	False	4.00218	99.5	4.00436	99		
JAG-UCB-1d922829-5	CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C#N)c1	Ugi	JAG-UCB-1d922829-5		False	False	4.00218	99.5	4.00436	99		
JAG-UCB-1d922829-6	CC(=O)N(CC(=O)Nc1ccc(F)c(Cl)c1)c1cccc(C(F)(F)F)c1	Ugi	JAG-UCB-1d922829-6		False	False	4.00218	99.5	4.00436	99		
JAG-UCB-ef2c0e8e-4	Cc1ccc(-n2ncc3c(=O)n(CC(N)=O)cnc32)cc1C	Unassigned	JAG-UCB-ef2c0e8e-4		False	False	4.00218	99.5	4.00436	99		
SAM-UNK-2684b532-12	O=C(Cc1cccc(Cl)c1)Nc1cnccc1C(F)(F)F	3-aminopyridine-like	SAM-UNK-2684b532-12		False	False	4.74087	18.1607				
ERI-BAS-37e2bb46-1	O=C(NCc1coc2ccccc12)C1CCc2nnc(-c3ccc(O)cc3)n2C1	Unassigned	ERI-BAS-37e2bb46-1		False	False			4.00436	99		
ERI-BAS-bd3ef700-1	Cc1nc(-c2cccc(CNC(=O)Nc3cccc(CN4CCCC4=O)c3)c2)n[nH]1	Unassigned	ERI-BAS-bd3ef700-1		False	False			4.00436	99		
ALP-POS-c59291d4-1	O=C(Cn1nnc2ccccc21)N(Cc1ccsc1)c1ccc(-c2ccccc2)cc1	3-aminopyridine-like	ALP-POS-c59291d4-1		False	False	5.27407	5.32026			99	18.6081
ALP-POS-c59291d4-2	CCC(=O)Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1	3-aminopyridine-like	ALP-POS-c59291d4-2	x10871	False	False	5.78844	1.62764	4.90093	12.5623	99	60.8244
ALP-POS-c59291d4-3	O=C(Nc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1)C1CC1	3-aminopyridine-like	ALP-POS-c59291d4-3	x10870	False	False	5.39849	3.99496	4.5474	28.3533	99	24.7812
ALP-POS-c59291d4-4	CNc1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1	3-aminopyridine-like	ALP-POS-c59291d4-4	x10820	False	False	5.36362	4.32893	4.7287	18.6769	99	22.8694
ALP-POS-c59291d4-5	O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12	activated-ester	ALP-POS-c59291d4-5	x10812	False	False	7.30103	0.05	7.25394	0.0557258	99	1980
ALP-POS-c59291d4-6	CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1	Ugi	ALP-POS-c59291d4-6		False	False	5.50249	3.14421			99	31.4864
ALP-POS-c0c213c9-1	COc1ccc2nnn(CC(=O)N(Cc3ccccn3)c3ccc(C4CCNCC4)cc3)c2c1	3-aminopyridine-like	ALP-POS-c0c213c9-1	x11757	False	False	4.41146	38.7739	4.49228	32.1898		
ALP-POS-c0c213c9-3	O=C(CN(C(=O)Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1)N1CCNCC1	3-aminopyridine-like	ALP-POS-c0c213c9-3		False	False	4.00218	99.5	4.00436	99		
ALP-POS-c0c213c9-4	NCc1cn(CC(=O)N(Cc2cscn2)c2ccc(-c3ccccc3)nc2)nn1	3-aminopyridine-like	ALP-POS-c0c213c9-4		False	False	4.00218	99.5	4.00436	99		
ALP-POS-c0c213c9-5	NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(-c3ccccc3)cc2)nn1	3-aminopyridine-like	ALP-POS-c0c213c9-5		False	False	4.00218	99.5				
ALP-POS-c0c213c9-6	CC(C)(C(N)=O)c1ccc(N(Cc2ccsc2)C(=O)Cn2nnc3ccccc32)cc1	3-aminopyridine-like	ALP-POS-c0c213c9-6		False	False	5.4994	3.16663				
ALP-POS-c0c213c9-7	NCc1cn(CC(=O)N(CC(=O)N2CCNCC2)c2ccc(-c3ccccc3)cc2)nn1	3-aminopyridine-like	ALP-POS-c0c213c9-7		False	False	4.00218	99.5	4.00436	99		
ALP-POS-c0c213c9-9	Cn1cnc(CN(C(=O)c2cnnn2-c2ccccc2)c2ccc(OCc3ccccc3)cc2)c1	Unassigned	ALP-POS-c0c213c9-9		False	False			4.00436	99		
ALP-POS-c0c213c9-10	O=C(CN(C(=O)Cc1cccnc1)c1ccc(-c2ncccn2)cc1)N1CCNCC1	3-aminopyridine-like	ALP-POS-c0c213c9-10		False	False	4.00218	99.5				
ALP-POS-c0c213c9-11	NCc1cn(CC(=O)N(Cc2ccsc2)c2ccc(-n3cnnc3)cc2)nn1	3-aminopyridine-like	ALP-POS-c0c213c9-11		False	False	4.00218	99.5	4.00436	99		
ALP-POS-c0c213c9-13	O=C(Cn1nnc2ccccc21)N(CC1CCOC1)c1ccc(C2CCNCC2)cc1	3-aminopyridine-like	ALP-POS-c0c213c9-13		False	False	4.00218	99.5				
ALP-POS-c0c213c9-14	Cn1ccc(CN(C(=O)Cc2cccnc2)c2ccc(-c3ccccn3)cc2)n1	3-aminopyridine-like	ALP-POS-c0c213c9-14	x11164	False	False			4.00436	99		
ALP-POS-c0c213c9-15	O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1cnc(-c2ccccc2)nc1	3-aminopyridine-like	ALP-POS-c0c213c9-15		False	False	4.00218	99.5	4.00436	99		
ALP-POS-c0c213c9-18	O=C(Cn1nnc2ccccc21)N(Cc1ccccn1)c1ccc(-n2cnnc2)cc1	3-aminopyridine-like	ALP-POS-c0c213c9-18		False	False	4.00218	99.5	4.00436	99		
ALP-POS-c0c213c9-20	O=C(CN(C(=O)Cn1ccnn1)c1ccc(-c2ccccn2)cc1)N1CCNCC1	3-aminopyridine-like	ALP-POS-c0c213c9-20		False	False	4.00218	99.5				
ALP-POS-91609ae9-3	O=C1N(Cc2cccc(Cl)c2)CCN1c1nccc2[nH]ncc12	Unassigned	ALP-POS-91609ae9-3		False	False	5.34126	4.55767	5.53646	2.90762	99	21.7216
MAK-UNK-7c9d1431-9	O=C(CCl)N1CCN(S(=O)(=O)c2ccccc2)CC1	piperazine-chloroacetamide	MAK-UNK-7c9d1431-9		False	True	5.8078	1.55668				
MAK-UNK-7c9d1431-17	COc1ccc(S(=O)(=O)N2CCN(C(=O)CCl)CC2)cc1	piperazine-chloroacetamide	MAK-UNK-7c9d1431-17		False	True	4.56021	27.5289				
EDJ-MED-6af13d92-1	COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(C)c12	quinolones	EDJ-MED-6af13d92-1	x11313	False	False	4.97383	10.621	5.58478	2.6015		
EDJ-MED-6af13d92-2	COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(F)c12	quinolones	EDJ-MED-6af13d92-2	x11276	False	False			5.73811	1.82765		
EDJ-MED-6af13d92-3	COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12	quinolones	EDJ-MED-6af13d92-3	x11294	False	False	5.69274	2.02892	5.68261	2.07679		
BEN-BAS-baaab58b-1	O=C(Cc1ccc2[nH]c(=O)[nH]c2c1)NC1(CNC(=O)c2cnc[nH]2)CC1	3-aminopyridine-like	BEN-BAS-baaab58b-1		False	False			4.56388	27.2976		
